"County
Number","District
Number","School
Number","County
Name",District Name,School Name,Enrollment,Number tested,"Percent
tested","Average
score",Total scores above 21,Percent scores above 21,
39,68585,3930443,San Joaquin,Lodi Unified,Middle College High,45,4,8.9,NA,NA,NA,
39,68585,3930278,San Joaquin,Lodi Unified,Plaza Robles Continuation High,121,0,0,NA,NA,NA,
39,68585,3934759,San Joaquin,Lodi Unified,Tokay High,621,68,11,    22.0,      44,     7.1,
39,68593,3935111,San Joaquin,Manteca Unified,Calla High,31,0,0,NA,NA,NA,
39,68593,3932001,San Joaquin,Manteca Unified,East Union High,462,32,6.9,    20.9,      18,     3.9,
39,68593,3930328,San Joaquin,Manteca Unified,Manteca Community Day (7-12),4,0,0,NA,NA,NA,
39,68593,3935103,San Joaquin,Manteca Unified,Manteca High,365,14,3.8,    17.8,       2,     0.5,
39,68593,3930310,San Joaquin,Manteca Unified,Sierra High,358,56,15.6,    20.6,      27,     7.5,
39,68627,6119309,San Joaquin,New Jerusalem Elementary,Delta Charter High,64,2,3.1,NA,NA,NA,
39,68650,3930419,San Joaquin,Ripon Unified,Ripon Community Day,1,0,0,NA,NA,NA,
39,68650,3935756,San Joaquin,Ripon Unified,Ripon High,180,31,17.2,    22.0,      20,    11.1,
39,32276,3990025,San Joaquin,San Joaquin Co Cya Dist,Chaderjian (N.A.),85,0,0,NA,NA,NA,
39,32276,3931250,San Joaquin,San Joaquin Co Cya Dist,Close (O.H.),47,0,0,NA,NA,NA,
39,32276,3930047,San Joaquin,San Joaquin Co Cya Dist,Dewitt-Nelson Training Center,66,0,0,NA,NA,NA,
39,10397,3930468,San Joaquin,San Joaquin County Office of Education,San Joaquin County Community,390,0,0,NA,NA,NA,
39,10397,3930195,San Joaquin,San Joaquin County Office of Education,San Joaquin County Juvenile Hall,82,0,0,NA,NA,NA,
39,10397,6069215,San Joaquin,San Joaquin County Office of Education,San Joaquin County Special Education,14,0,0,NA,NA,NA,
39,10397,3930476,San Joaquin,San Joaquin County Office of Education,Venture Academy,90,0,0,NA,NA,NA,
39,68676,6104368,San Joaquin,Stockton City Unified,District Special Ed,5,0,0,NA,NA,NA,
39,68676,3932100,San Joaquin,Stockton City Unified,Edison High,515,16,3.1,    18.4,       6,     1.2,
39,68676,3932654,San Joaquin,Stockton City Unified,Franklin Senior High,610,35,5.7,    19.0,      10,     1.6,
39,68676,3930369,San Joaquin,Stockton City Unified,Golden Valley Secondary Community Day,9,0,0,NA,NA,NA,
39,68676,0101758,San Joaquin,Stockton City Unified,"Institute of Business, Management and Law Charter",1,0,0,NA,NA,NA,
39,68676,3937406,San Joaquin,Stockton City Unified,Stagg Senior High,566,31,5.5,    18.2,       6,     1.1,
39,68676,3930211,San Joaquin,Stockton City Unified,Stockton Unified Alternative/Continuation,330,0,0,NA,NA,NA,
39,68676,6095236,San Joaquin,Stockton City Unified,Walton Development Center,20,0,0,NA,NA,NA,
39,68676,3930427,San Joaquin,Stockton City Unified,Weber Institute for Applied Sciences and Tech,97,0,0,NA,NA,NA,
39,75499,3937976,San Joaquin,Tracy Joint Unified,Duncan-Russell Continuation,74,0,0,NA,NA,NA,
39,75499,3938008,San Joaquin,Tracy Joint Unified,Tracy High,476,39,8.2,    21.5,      22,     4.6,
39,75499,3930302,San Joaquin,Tracy Joint Unified,West (Merrill F.) High,619,31,5,    22.5,      23,     3.7,
39,75499,3930393,San Joaquin,Tracy Joint Unified,Willow Community Day,7,0,0,NA,NA,NA,
40,68700,4030755,San Luis Obispo,Atascadero Unified,Atascadero High,383,69,18,    24.8,      57,    14.9,
40,68700,4030151,San Luis Obispo,Atascadero Unified,Del Rio Continuation High,55,0,0,NA,NA,NA,
40,68700,4030102,San Luis Obispo,Atascadero Unified,West Mall Alternative,22,0,0,NA,NA,NA,
40,75465,4032009,San Luis Obispo,Coast Unified,Coast Union High,84,10,11.9,NA,NA,NA,
40,75465,4030144,San Luis Obispo,Coast Unified,Leffingwell High (Continuation),8,0,0,NA,NA,NA,
40,68759,4030557,San Luis Obispo,Lucia Mar Unified,Arroyo Grande High,448,114,25.4,    23.4,      79,    17.6,
40,68759,4033205,San Luis Obispo,Lucia Mar Unified,Lopez Continuation High,134,1,0.7,NA,NA,NA,
40,68759,4030268,San Luis Obispo,Lucia Mar Unified,Nipomo High,240,18,7.5,    22.6,      11,     4.6,
40,75457,4030169,San Luis Obispo,Paso Robles Joint Unified,Freedom High (Community Day),2,0,0,NA,NA,NA,
40,75457,4035762,San Luis Obispo,Paso Robles Joint Unified,Liberty High (Continuation),52,0,0,NA,NA,NA,
40,75457,4035754,San Luis Obispo,Paso Robles Joint Unified,Paso Robles High,447,32,7.2,    22.4,      19,     4.3,
40,75457,4030235,San Luis Obispo,Paso Robles Joint Unified,Paso Robles Independent Study Center,79,0,0,NA,NA,NA,
40,68809,4034807,San Luis Obispo,San Luis Coastal Unified,Morro Bay High,202,30,14.9,    26.6,      28,    13.9,
40,68809,4030045,San Luis Obispo,San Luis Coastal Unified,Pacific Beach High,38,0,0,NA,NA,NA,
40,68809,4036703,San Luis Obispo,San Luis Coastal Unified,San Luis Obispo High,354,113,31.9,    24.5,      93,    26.3,
40,32276,4035903,San Luis Obispo,San Luis Obispo Co Cya Dist,Romero (Marie C.) High,37,0,0,NA,NA,NA,
40,10405,0101725,San Luis Obispo,San Luis Obispo County Office of Education,Grizzly ChalleNGe Charter,18,0,0,NA,NA,NA,
40,10405,6106769,San Luis Obispo,San Luis Obispo County Office of Education,San Luis County Special Education,65,0,0,NA,NA,NA,
40,10405,4030250,San Luis Obispo,San Luis Obispo County Office of Education,San Luis Obispo County Community,67,0,0,NA,NA,NA,
40,10405,4030078,San Luis Obispo,San Luis Obispo County Office of Education,San Luis Obispo County Juvenile Court,12,0,0,NA,NA,NA,
40,68833,4030227,San Luis Obispo,Shandon Joint Unified,Shandon High (Community Day),1,0,0,NA,NA,NA,
40,68833,4037008,San Luis Obispo,Shandon Joint Unified,Shandon High/Middle,17,1,5.9,NA,NA,NA,
40,68841,4030128,San Luis Obispo,Templeton Unified,Eagle Canyon High,6,0,0,NA,NA,NA,
40,68841,4037701,San Luis Obispo,Templeton Unified,Templeton High,186,60,32.3,    22.7,      41,    22.0,
40,68841,4030185,San Luis Obispo,Templeton Unified,Templeton Independent Study High,101,0,0,NA,NA,NA,
41,68890,4132817,San Mateo,Cabrillo Unified,Half Moon Bay High,262,13,5,    23.5,       8,     3.1,
41,68890,4130027,San Mateo,Cabrillo Unified,Pilarcitos High (Continuation),27,0,0,NA,NA,NA,
41,68924,4133393,San Mateo,Jefferson Union High,Jefferson High,288,11,3.8,    15.5,       1,     0.3,
41,68924,4135075,San Mateo,Jefferson Union High,Oceana High,147,18,12.2,    21.4,      11,     7.5,
41,68924,4137535,San Mateo,Jefferson Union High,Terra Nova High,306,13,4.2,    23.8,      10,     3.3,
41,68924,4137592,San Mateo,Jefferson Union High,Thornton High,71,0,0,NA,NA,NA,
41,68924,4137790,San Mateo,Jefferson Union High,Westmoor High,396,15,3.8,    21.3,       9,     2.3,
41,68940,4135331,San Mateo,La Honda-Pescadero Unified,Pescadero High,10,0,0,NA,NA,NA,
41,68999,4130118,San Mateo,Ravenswood City Elementary,East Palo Alto High,62,10,16.1,NA,NA,NA,
41,10413,4130076,San Mateo,San Mateo County Office of Education,San Mateo County Juvenile Hall/Community,64,0,0,NA,NA,NA,
41,10413,6069363,San Mateo,San Mateo County Office of Education,San Mateo County Special Education,17,0,0,NA,NA,NA,
41,69047,4130217,San Mateo,San Mateo Union High,Aragon High,334,37,11.1,    25.6,      33,     9.9,
41,69047,4130472,San Mateo,San Mateo Union High,Burlingame High,345,64,18.6,    22.9,      46,    13.3,
41,69047,4130738,San Mateo,San Mateo Union High,Capuchino High,224,14,6.3,    22.0,       8,     3.6,
41,69047,4133070,San Mateo,San Mateo Union High,Hillsdale High,272,30,11,    23.6,      21,     7.7,
41,69047,4134557,San Mateo,San Mateo Union High,Mills High,343,30,8.7,    24.8,      25,     7.3,
41,69047,4135265,San Mateo,San Mateo Union High,Peninsula High Continuation,152,0,0,NA,NA,NA,
41,69047,4136370,San Mateo,San Mateo Union High,San Mateo High,300,42,14,    23.0,      27,     9.0,
41,69047,4130092,San Mateo,San Mateo Union High,San Mateo Union High Community Day,3,0,0,NA,NA,NA,
41,69062,4130993,San Mateo,Sequoia Union High,Carlmont High,463,77,16.6,    23.8,      56,    12.1,
41,69062,4133716,San Mateo,Sequoia Union High,Menlo-Atherton High,428,54,12.6,    24.5,      48,    11.2,
41,69062,4135687,San Mateo,Sequoia Union High,Redwood High,149,0,0,NA,NA,NA,
41,69062,4130084,San Mateo,Sequoia Union High,Sequoia District Community Day,4,0,0,NA,NA,NA,
41,69062,4136693,San Mateo,Sequoia Union High,Sequoia High,356,15,4.2,    21.0,       7,     2.0,
41,69062,4138053,San Mateo,Sequoia Union High,Woodside High,455,41,9,    22.5,      27,     5.9,
41,69070,4130324,San Mateo,South San Francisco Unified,Baden High (Continuation),26,0,0,NA,NA,NA,
41,69070,4132551,San Mateo,South San Francisco Unified,El Camino High,320,6,1.9,NA,NA,NA,
41,69070,4137279,San Mateo,South San Francisco Unified,South San Francisco High,358,14,3.9,    22.4,       9,     2.5,
42,69146,4230587,Santa Barbara,Carpinteria Unified,Carpinteria Senior High,217,15,6.9,    20.3,       7,     3.2,
42,69146,4230181,Santa Barbara,Carpinteria Unified,Foothill Alternative High,7,0,0,NA,NA,NA,
42,69146,4230595,Santa Barbara,Carpinteria Unified,Rincon High (Continuation),16,0,0,NA,NA,NA,
42,75010,4231205,Santa Barbara,Cuyama Joint Unified,Cuyama Valley High,23,0,0,NA,NA,NA,
42,75010,4230173,Santa Barbara,Cuyama Joint Unified,Sierra Madre High (Continuation),2,0,0,NA,NA,NA,
42,69229,4230454,Santa Barbara,Lompoc Unified,Cabrillo High,324,26,8,    21.0,      14,     4.3,
42,69229,4233060,Santa Barbara,Lompoc Unified,Lompoc High,368,37,10.1,    21.3,      24,     6.5,
42,69229,4233029,Santa Barbara,Lompoc Unified,Maple High,47,0,0,NA,NA,NA,
42,69245,4230199,Santa Barbara,Los Olivos Elementary,Olive Grove Elementary,47,1,2.1,NA,NA,NA,
42,10421,4230207,Santa Barbara,Santa Barbara County Office of Education,Santa Barbara County Community,67,0,0,NA,NA,NA,
42,10421,4230157,Santa Barbara,Santa Barbara County Office of Education,Santa Barbara County Juvenile Court,41,0,0,NA,NA,NA,
42,10421,6069223,Santa Barbara,Santa Barbara County Office of Education,Santa Barbara County Special Education,36,0,0,NA,NA,NA,
42,69286,4230140,Santa Barbara,Santa Barbara High,Dos Pueblos Continuation High,14,0,0,NA,NA,NA,
42,69286,4231726,Santa Barbara,Santa Barbara High,Dos Pueblos Senior High,483,59,12.2,    24.2,      46,     9.5,
42,69286,4232690,Santa Barbara,Santa Barbara High,La Cuesta Continuation High,95,2,2.1,NA,NA,NA,
42,69286,4230090,Santa Barbara,Santa Barbara High,Las Alturas Continuation High,13,0,0,NA,NA,NA,
42,69286,4230165,Santa Barbara,Santa Barbara High,San Marcos Continuation High,11,0,0,NA,NA,NA,
42,69286,4235230,Santa Barbara,Santa Barbara High,San Marcos Senior High,470,38,8.1,    21.3,      22,     4.7,
42,69286,4235727,Santa Barbara,Santa Barbara High,Santa Barbara Senior High,504,42,8.3,    23.8,      33,     6.5,
42,69310,4231452,Santa Barbara,Santa Maria Joint Union High,Delta High,198,0,0,NA,NA,NA,
42,69310,4234613,Santa Barbara,Santa Maria Joint Union High,Righetti (Ernest) High,558,62,11.1,    22.4,      41,     7.3,
42,69310,4236030,Santa Barbara,Santa Maria Joint Union High,Santa Maria High,793,96,12.1,    19.3,      26,     3.3,
42,69328,4230074,Santa Barbara,Santa Ynez Valley Union High,Refugio High,14,0,0,NA,NA,NA,
42,69328,4236345,Santa Barbara,Santa Ynez Valley Union High,Santa Ynez Valley Union High,260,33,12.7,    23.6,      23,     8.8,
43,69401,4330759,Santa Clara,Campbell Union High,Boynton High,136,0,0,NA,NA,NA,
43,69401,4330866,Santa Clara,Campbell Union High,Branham High,320,31,9.7,    22.8,      24,     7.5,
43,69401,4330718,Santa Clara,Campbell Union High,Camden Community Day,12,0,0,NA,NA,NA,
43,69401,4331955,Santa Clara,Campbell Union High,Del Mar High,272,18,6.6,    23.1,      11,     4.0,
43,69401,4330239,Santa Clara,Campbell Union High,Leigh High,382,31,8.1,    24.5,      24,     6.3,
43,69401,4336137,Santa Clara,Campbell Union High,Prospect High,258,19,7.4,    24.2,      14,     5.4,
43,69401,4338505,Santa Clara,Campbell Union High,Westmont High,376,27,7.2,    24.2,      20,     5.3,
43,69427,4330551,Santa Clara,East Side Union High,Alternative Placement Academy Community Day,35,0,0,NA,NA,NA,
43,69427,4330361,Santa Clara,East Side Union High,Apollo High,55,0,0,NA,NA,NA,
43,69427,0107490,Santa Clara,East Side Union High,California Youth Outreach Academy (Vocational),15,0,0,NA,NA,NA,
43,69427,4330726,Santa Clara,East Side Union High,Escuela Popular Accelerated Family Learning,5,0,0,NA,NA,NA,
43,69427,4330692,Santa Clara,East Side Union High,Evergreen Valley High,314,28,8.9,    22.8,      21,     6.7,
43,69427,4332318,Santa Clara,East Side Union High,Foothill High,300,2,0.7,NA,NA,NA,
43,69427,4330346,Santa Clara,East Side Union High,Genesis High,48,0,0,NA,NA,NA,
43,69427,4332995,Santa Clara,East Side Union High,Hill (Andrew P.) High,486,17,3.5,    19.8,       6,     1.2,
43,69427,4330031,Santa Clara,East Side Union High,Independence High,998,84,8.4,    21.0,      47,     4.7,
43,69427,4330668,Santa Clara,East Side Union High,Latino College Preparatory Academy,63,0,0,NA,NA,NA,
43,69427,4333639,Santa Clara,East Side Union High,Lick (James) High,263,49,18.6,    18.9,      13,     4.9,
43,69427,4334900,Santa Clara,East Side Union High,Mt. Pleasant High,482,25,5.2,    17.6,       6,     1.2,
43,69427,4335204,Santa Clara,East Side Union High,Oak Grove High,665,28,4.2,    19.6,      12,     1.8,
43,69427,4335428,Santa Clara,East Side Union High,Overfelt (William C.) High,345,25,7.2,    19.2,      11,     3.2,
43,69427,4330353,Santa Clara,East Side Union High,Pegasus High,78,0,0,NA,NA,NA,
43,69427,4330312,Santa Clara,East Side Union High,Phoenix High,50,0,0,NA,NA,NA,
43,69427,4335907,Santa Clara,East Side Union High,Piedmont Hills High,456,27,5.9,    23.4,      19,     4.2,
43,69427,4330676,Santa Clara,East Side Union High,San Jose Conservation Corps Charter,133,0,0,NA,NA,NA,
43,69427,4330023,Santa Clara,East Side Union High,Santa Teresa High,513,29,5.7,    22.4,      18,     3.5,
43,69427,4337903,Santa Clara,East Side Union High,Silver Creek High,565,60,10.6,    23.6,      46,     8.1,
43,69427,4330015,Santa Clara,East Side Union High,Yerba Buena High,343,36,10.5,    18.1,       6,     1.7,
43,69468,4330569,Santa Clara,Fremont Union High,Community Day,1,0,0,NA,NA,NA,
43,69468,4331799,Santa Clara,Fremont Union High,Cupertino High,343,75,21.9,    24.4,      61,    17.8,
43,69468,4332474,Santa Clara,Fremont Union High,Fremont High,330,35,10.6,    22.7,      22,     6.7,
43,69468,4333316,Santa Clara,Fremont Union High,Homestead High,432,59,13.7,    24.7,      48,    11.1,
43,69468,4334421,Santa Clara,Fremont Union High,Lynbrook High,403,48,11.9,    26.3,      43,    10.7,
43,69468,4334462,Santa Clara,Fremont Union High,Monta Vista High,556,76,13.7,    27.5,      70,    12.6,
43,69484,4332839,Santa Clara,Gilroy Unified,Gilroy High,549,39,7.1,    21.8,      22,     4.0,
43,69484,4330619,Santa Clara,Gilroy Unified,MACSA El Portal Leadership Academy,55,0,0,NA,NA,NA,
43,69484,4334850,Santa Clara,Gilroy Unified,Mt. Madonna High,27,0,0,NA,NA,NA,
43,69534,4334371,Santa Clara,Los Gatos-Saratoga Joint Union High,Los Gatos High,389,60,15.4,    25.4,      52,    13.4,
43,69534,4337762,Santa Clara,Los Gatos-Saratoga Joint Union High,Saratoga High,306,54,17.6,    26.9,      48,    15.7,
43,73387,4331039,Santa Clara,Milpitas Unified,Calaveras Hills Continuation H,105,0,0,NA,NA,NA,
43,73387,4330536,Santa Clara,Milpitas Unified,Milpitas Community Day,1,0,0,NA,NA,NA,
43,73387,4334470,Santa Clara,Milpitas Unified,Milpitas High,598,31,5.2,    22.4,      22,     3.7,
43,69583,0100131,Santa Clara,Morgan Hill Unified,Advent Academy,5,0,0,NA,NA,NA,
43,69583,4334488,Santa Clara,Morgan Hill Unified,Central High (Continuation),51,0,0,NA,NA,NA,
43,69583,4333951,Santa Clara,Morgan Hill Unified,Live Oak High,510,29,5.7,    22.7,      18,     3.5,
43,69609,4334736,Santa Clara,Mountain View-Los Altos Union High,Alta Vista High,88,1,1.1,NA,NA,NA,
43,69609,4334116,Santa Clara,Mountain View-Los Altos Union High,Los Altos High,364,67,18.4,    23.7,      48,    13.2,
43,69609,4334728,Santa Clara,Mountain View-Los Altos Union High,Mountain View High,373,86,23.1,    23.9,      68,    18.2,
43,69641,6048300,Santa Clara,Palo Alto Unified,Greendell Elementary,4,0,0,NA,NA,NA,
43,69641,4332904,Santa Clara,Palo Alto Unified,Gunn (Henry M.) High,408,72,17.6,    27.2,      66,    16.2,
43,69641,6048375,Santa Clara,Palo Alto Unified,Packard Children's Hospital/Stanford,5,0,0,NA,NA,NA,
43,69641,4335782,Santa Clara,Palo Alto Unified,Palo Alto High,399,63,15.8,    26.1,      55,    13.8,
43,69666,4332110,Santa Clara,San Jose Unified,Broadway High (Cont.),91,0,0,NA,NA,NA,
43,69666,4330411,Santa Clara,San Jose Unified,Community Career Academy (Continuation),4,0,0,NA,NA,NA,
43,69666,4330585,Santa Clara,San Jose Unified,Downtown College Preparatory,42,56,133.3,    16.4,       7,    16.7,
43,69666,4330080,Santa Clara,San Jose Unified,Gunderson High,205,9,4.4,NA,NA,NA,
43,69666,4330429,Santa Clara,San Jose Unified,Gunderson Plus (Continuation),26,0,0,NA,NA,NA,
43,69666,4333522,Santa Clara,San Jose Unified,Leland High,390,67,17.2,    24.5,      53,    13.6,
43,69666,4330460,Santa Clara,San Jose Unified,Leland Plus (Continuation),22,0,0,NA,NA,NA,
43,69666,4330502,Santa Clara,San Jose Unified,Liberty High (Alternative),126,0,0,NA,NA,NA,
43,69666,4333795,Santa Clara,San Jose Unified,Lincoln (Abraham) High,336,62,18.5,    23.2,      43,    12.8,
43,69666,0106823,Santa Clara,San Jose Unified,Lincoln Plus High,26,0,0,NA,NA,NA,
43,69666,4330593,Santa Clara,San Jose Unified,Middle College High,61,0,0,NA,NA,NA,
43,69666,4335949,Santa Clara,San Jose Unified,Pioneer High,301,52,17.3,    22.9,      36,    12.0,
43,69666,4330452,Santa Clara,San Jose Unified,Pioneer Plus (Continuation),23,0,0,NA,NA,NA,
43,69666,4330734,Santa Clara,San Jose Unified,San Jose Community High,15,0,0,NA,NA,NA,
43,69666,4337200,Santa Clara,San Jose Unified,San Jose High Academy,259,22,8.5,    19.8,       8,     3.1,
43,69666,4330478,Santa Clara,San Jose Unified,San Jose High Academy Plus,27,0,0,NA,NA,NA,
43,69666,4338950,Santa Clara,San Jose Unified,Willow Glen High,240,18,7.5,    18.5,       6,     2.5,
43,69666,4330445,Santa Clara,San Jose Unified,Willow Glen Plus (Continuation),25,0,0,NA,NA,NA,
43,10439,0100339,Santa Clara,Santa Clara County Office of Education,Alternative Placement Academy,9,0,0,NA,NA,NA,
43,10439,4330320,Santa Clara,Santa Clara County Office of Education,County Community,27,0,0,NA,NA,NA,
43,10439,4330577,Santa Clara,Santa Clara County Office of Education,Foundry County Community Day,9,0,0,NA,NA,NA,
43,10439,4330254,Santa Clara,Santa Clara County Office of Education,Santa Clara County Juvenile Hall,105,0,0,NA,NA,NA,
43,69674,4338406,Santa Clara,Santa Clara Unified,New Valley Continuation High,106,0,0,NA,NA,NA,
43,69674,4330122,Santa Clara,Santa Clara Unified,Santa Clara High,345,13,3.8,    21.5,       7,     2.0,
43,69674,4338802,Santa Clara,Santa Clara Unified,Wilcox (Adrian) High,409,12,2.9,    20.3,       5,     1.2,
43,69674,4330247,Santa Clara,Santa Clara Unified,Wilson Alternative,156,2,1.3,NA,NA,NA,
44,69799,4430245,Santa Cruz,Pajaro Valley Unified,Academic/Vocational Charter Institute,22,0,0,NA,NA,NA,
44,69799,4430518,Santa Cruz,Pajaro Valley Unified,Aptos High,408,63,15.4,    22.3,      38,     9.3,
44,69799,4430229,Santa Cruz,Pajaro Valley Unified,Pacific Coast Charter,61,0,0,NA,NA,NA,
44,69799,4430203,Santa Cruz,Pajaro Valley Unified,Pajaro Valley Community Day,27,0,0,NA,NA,NA,
44,69799,4437794,Santa Cruz,Pajaro Valley Unified,Renaissance High Continuation,39,0,0,NA,NA,NA,
44,69799,4437901,Santa Cruz,Pajaro Valley Unified,Watsonville High,594,79,13.3,    17.3,      16,     2.7,
44,69807,4430260,Santa Cruz,San Lorenzo Valley Unified,River View High,24,0,0,NA,NA,NA,
44,69807,4430179,Santa Cruz,San Lorenzo Valley Unified,SLVUSD Charter,39,0,0,NA,NA,NA,
44,69807,4436754,Santa Cruz,San Lorenzo Valley Unified,San Lorenzo Valley High,264,19,7.2,    23.5,      17,     6.4,
44,69823,4430195,Santa Cruz,Santa Cruz City High,Alternative Family Education,15,0,0,NA,NA,NA,
44,69823,4430096,Santa Cruz,Santa Cruz City High,Ark Independent Studies,63,0,0,NA,NA,NA,
44,69823,4436960,Santa Cruz,Santa Cruz City High,Costanoa Continuation High,70,0,0,NA,NA,NA,
44,69823,4430187,Santa Cruz,Santa Cruz City High,Delta Charter,20,1,5,NA,NA,NA,
44,69823,4432340,Santa Cruz,Santa Cruz City High,Harbor High,252,41,16.3,    24.0,      34,    13.5,
44,69823,4437109,Santa Cruz,Santa Cruz City High,Santa Cruz High,301,40,13.3,    24.7,      34,    11.3,
44,69823,4437406,Santa Cruz,Santa Cruz City High,Soquel High,305,22,7.2,    25.5,      21,     6.9,
44,32276,4430013,Santa Cruz,Santa Cruz Co Cya Dist,Ben Lomond Youth Conservation Camp,9,0,0,NA,NA,NA,
44,10447,4430252,Santa Cruz,Santa Cruz County Office of Education,Pacific Collegiate Charter,60,22,36.7,    27.8,      22,    36.7,
44,10447,4430278,Santa Cruz,Santa Cruz County Office of Education,Santa Cruz County Community,173,0,0,NA,NA,NA,
44,10447,4430146,Santa Cruz,Santa Cruz County Office of Education,Santa Cruz County Court,26,0,0,NA,NA,NA,
44,10447,6069397,Santa Cruz,Santa Cruz County Office of Education,Santa Cruz County Special Education,5,0,0,NA,NA,NA,
44,75432,4430211,Santa Cruz,Scotts Valley Unified,Scotts Valley High,180,45,25,    23.6,      33,    18.3,
45,69856,4530804,Shasta,Anderson Union High,Anderson High,182,17,9.3,    20.7,       8,     4.4,
45,69856,4530333,Shasta,Anderson Union High,Anderson New Technology High,22,0,0,NA,NA,NA,
45,69856,4530762,Shasta,Anderson Union High,North Valley High,72,0,0,NA,NA,NA,
45,69856,4530051,Shasta,Anderson Union High,Oakview High (Alternative),89,0,0,NA,NA,NA,
45,69856,4530028,Shasta,Anderson Union High,West Valley High,225,15,6.7,    24.2,       9,     4.0,
45,69989,4530242,Shasta,Fall River Joint Unified,Burney Community Day,1,0,0,NA,NA,NA,
45,69989,4531000,Shasta,Fall River Joint Unified,Burney Junior-Senior High,40,2,5,NA,NA,NA,
45,69989,4530234,Shasta,Fall River Joint Unified,Fall River Community Day,1,0,0,NA,NA,NA,
45,69989,4533600,Shasta,Fall River Joint Unified,Fall River Junior-Senior High,43,7,16.3,NA,NA,NA,
45,69989,4530010,Shasta,Fall River Joint Unified,Mountain View High (Continuation),10,0,0,NA,NA,NA,
45,69989,4530226,Shasta,Fall River Joint Unified,Soldier Mountain Continuation High,2,0,0,NA,NA,NA,
45,75267,4531901,Shasta,Gateway Unified,Central Valley High,184,22,12,    20.5,       9,     4.9,
45,75267,4530077,Shasta,Gateway Unified,Mountain Lakes High,43,0,0,NA,NA,NA,
45,75267,4530101,Shasta,Gateway Unified,Shasta Lake Alternative,12,0,0,NA,NA,NA,
45,70110,4530341,Shasta,Redding Elementary,Stellar Secondary Charter High,11,0,0,NA,NA,NA,
45,10454,4530317,Shasta,Shasta County Office of Education,Oasis Community/Educational Resource Center,42,0,0,NA,NA,NA,
45,10454,4530150,Shasta,Shasta County Office of Education,Shasta County Juvenile Court,26,0,0,NA,NA,NA,
45,10454,6069389,Shasta,Shasta County Office of Education,Shasta County Special Education,43,0,0,NA,NA,NA,
45,70136,4532750,Shasta,Shasta Union High,Enterprise High,264,26,9.8,    21.4,      16,     6.1,
45,70136,4530044,Shasta,Shasta Union High,Foothill High,323,78,24.1,    22.6,      55,    17.0,
45,70136,4530309,Shasta,Shasta Union High,North State Independence High,118,0,0,NA,NA,NA,
45,70136,4530119,Shasta,Shasta Union High,Pioneer Continuation High,96,0,0,NA,NA,NA,
45,70136,4530200,Shasta,Shasta Union High,Pioneer High,32,0,0,NA,NA,NA,
45,70136,4537304,Shasta,Shasta Union High,Shasta High,350,50,14.3,    24.3,      37,    10.6,
45,70136,4530267,Shasta,Shasta Union High,Shasta Secondary Home,54,2,3.7,NA,NA,NA,
46,10462,6077267,Sierra,Sierra County Office of Education,Sierra County Special Education,1,0,0,NA,NA,NA,
46,70177,4632303,Sierra,Sierra-Plumas Joint Unified,Downieville Junior-Senior High,11,4,36.4,NA,NA,NA,
46,70177,4634259,Sierra,Sierra-Plumas Joint Unified,Loyalton High,42,4,9.5,NA,NA,NA,
46,70177,4630653,Sierra,Sierra-Plumas Joint Unified,Pliocene Ridge Junior-Senior H,3,0,0,NA,NA,NA,
46,70177,4630034,Sierra,Sierra-Plumas Joint Unified,Sierra Pass (Continuation),4,0,0,NA,NA,NA,
47,73684,4731253,Siskiyou,Butte Valley Unified,Butte Valley High,26,3,11.5,NA,NA,NA,
47,70250,4732707,Siskiyou,Dunsmuir Joint Union High,Dunsmuir High,23,0,0,NA,NA,NA,
47,70250,4730164,Siskiyou,Dunsmuir Joint Union High,Dunsmuir Joint Union High Community Day,4,0,0,NA,NA,NA,
47,70276,4733309,Siskiyou,Etna Union High,Etna Union High School,57,29,50.9,    21.8,      16,    28.1,
47,70276,4730107,Siskiyou,Etna Union High,Scott River High,6,0,0,NA,NA,NA,
47,70425,6115497,Siskiyou,Mt. Shasta Union Elementary,Options for Youth Charter - Mt. Shasta,33,0,0,NA,NA,NA,
47,10470,4730032,Siskiyou,Siskiyou County Office of Education,J. Everett Barr Court,2,0,0,NA,NA,NA,
47,10470,6069405,Siskiyou,Siskiyou County Office of Education,Siskiyou County Special Education,9,0,0,NA,NA,NA,
47,70466,0106393,Siskiyou,Siskiyou Union High,Golden Eagle Charter,38,0,0,NA,NA,NA,
47,70466,4734356,Siskiyou,Siskiyou Union High,Happy Camp High,22,1,4.5,NA,NA,NA,
47,70466,4730057,Siskiyou,Siskiyou Union High,Jefferson High (Continuation),6,0,0,NA,NA,NA,
47,70466,4734901,Siskiyou,Siskiyou Union High,McCloud High,1,1,100,NA,NA,NA,
47,70466,4735403,Siskiyou,Siskiyou Union High,Mt. Shasta High,132,10,7.6,NA,NA,NA,
47,70466,4738753,Siskiyou,Siskiyou Union High,Weed High,47,5,10.6,NA,NA,NA,
47,70516,4730024,Siskiyou,Yreka Union High,Discovery High,28,0,0,NA,NA,NA,
47,70516,4739207,Siskiyou,Yreka Union High,Yreka High,161,11,6.8,    22.5,       7,     4.3,
48,70524,4831004,Solano,Benicia Unified,Benicia High,419,73,17.4,    24.2,      59,    14.1,
48,70524,4830048,Solano,Benicia Unified,Liberty High,50,0,0,NA,NA,NA,
48,70532,4832259,Solano,Dixon Unified,Dixon High,249,33,13.3,    21.2,      18,     7.2,
