"County
Number","District
Number","School
Number","County
Name",District Name,School Name,Enrollment,Number tested,"Percent
tested","Average
score",Total scores above 21,Percent scores above 21
10,73965,114751,Fresno,Central Unified,Pathway Community Day,11,,,,,
10,73965,1030386,Fresno,Central Unified,Central Unified Alternative/Opportunity,137,,,,,
10,73965,1030626,Fresno,Central Unified,Central High East Campus,822,66,8.03,19.42,23,34.85
10,73965,1035112,Fresno,Central Unified,Pershing Continuation High,39,,,,,
10,73999,1030741,Fresno,Kerman Unified,Kerman Community Day,1,,,,,
10,73999,1033422,Fresno,Kerman Unified,Nova High,1,,,,,
10,73999,1033430,Fresno,Kerman Unified,Kerman High,254,19,7.48,20.84,9,47.37
10,75127,109991,Fresno,Mendota Unified,Crescent View West Charter,27,,,,,
10,75127,1030261,Fresno,Mendota Unified,Mendota Continuation High,10,,,,,
10,75127,1030493,Fresno,Mendota Unified,Mendota High,143,31,21.68,17.94,7,22.58
10,75234,1030352,Fresno,Golden Plains Unified,Rio Del Rey High (Continuation),6,,,,,
10,75234,1037456,Fresno,Golden Plains Unified,Tranquillity High,121,39,32.23,16.59,3,7.69
10,75275,1030139,Fresno,Sierra Unified,Sandy Bluffs Alternative Education Cente,20,,,,,
10,75275,1036938,Fresno,Sierra Unified,Sierra High,168,18,10.71,25.22,15,83.33
10,75408,1030253,Fresno,Riverdale Joint Unified,Horizon High,8,,,,,
10,75408,1035575,Fresno,Riverdale Joint Unified,Riverdale High,130,15,11.54,19.2,6,40
10,75598,108985,Fresno,Caruthers Unified,MARC Community Day,1,,,,,
10,75598,1030535,Fresno,Caruthers Unified,Caruthers High,142,10,7.04,NA,NA,NA
10,75598,1030543,Fresno,Caruthers Unified,Marc High,8,,,,,
11,10116,1130087,Glenn,Glenn County Office of Education,Glenn County Juvenile Court,5,,,,,
11,10116,1130103,Glenn,Glenn County Office of Education,William Finch,13,,,,,
11,10116,6077184,Glenn,Glenn County Office of Education,Glenn County Special Education,7,,,,,
11,62588,1130053,Glenn,Hamilton Union High,Ella Barkley High,9,,,,,
11,62588,1130111,Glenn,Hamilton Union High,Hamilton Community Day,1,,,,,
11,62588,1133701,Glenn,Hamilton Union High,Hamilton Union High,74,29,39.19,19.69,11,37.93
11,62646,1130152,Glenn,Princeton Joint Unified,Princeton High Community Day,2,,,,,
11,62646,1136209,Glenn,Princeton Joint Unified,Princeton Junior-Senior High,24,3,12.5,NA,NA,NA
11,62653,1132109,Glenn,Stony Creek Joint Unified,Elk Creek Junior-Senior High,5,,,,,
11,62661,1130038,Glenn,Willows Unified,Willows Community High,15,,,,,
11,62661,1132851,Glenn,Willows Unified,Willows High,127,20,15.75,22.9,16,80
11,75481,1130012,Glenn,Orland Joint Unified,North Valley High (Continuation),10,,,,,
11,75481,1130145,Glenn,Orland Joint Unified,Orland Community Day,1,,,,,
11,75481,1135656,Glenn,Orland Joint Unified,Orland High,159,35,22.01,18.8,10,28.57
12,10124,106153,Humboldt,Humboldt County Office of Education,Eel River Community,19,,,,,
12,10124,106161,Humboldt,Humboldt County Office of Education,Eureka Community,36,,,,,
12,10124,106179,Humboldt,Humboldt County Office of Education,Southern Humboldt Community,4,,,,,
12,10124,106187,Humboldt,Humboldt County Office of Education,Hoopa Community,8,,,,,
12,10124,106195,Humboldt,Humboldt County Office of Education,Humboldt County Office of Education Cour,7,,,,,
12,10124,106203,Humboldt,Humboldt County Office of Education,Humboldt County Office of Education Juve,7,,,,,
12,10124,115097,Humboldt,Humboldt County Office of Education,Northcoast Preparatory and Performing Ar,17,,,,,
12,10124,6077192,Humboldt,Humboldt County Office of Education,Glen Paul,5,,,,,
12,62687,107110,Humboldt,Northern Humboldt Union High,Six Rivers Charter High,20,1,5,NA,NA,NA
12,62687,1230044,Humboldt,Northern Humboldt Union High,Pacific Coast High (Continuation),41,,,,,
12,62687,1230051,Humboldt,Northern Humboldt Union High,Tsurai High (Continuation),21,,,,,
12,62687,1230143,Humboldt,Northern Humboldt Union High,Northern Humboldt Community Day,2,,,,,
12,62687,1230705,Humboldt,Northern Humboldt Union High,Arcata High,198,50,25.25,24.62,41,82
12,62687,1235209,Humboldt,Northern Humboldt Union High,McKinleyville High,166,8,4.82,NA,NA,NA
12,62810,108688,Humboldt,Fortuna Union High,Academy of the Redwoods,46,3,6.52,NA,NA,NA
12,62810,1233352,Humboldt,Fortuna Union High,East High (Continuation),53,,,,,
12,62810,1233402,Humboldt,Fortuna Union High,Fortuna Union High,202,9,4.46,NA,NA,NA
12,62901,1230028,Humboldt,Klamath-Trinity Joint Unified,Captain John Continuation High,6,,,,,
12,62901,1234004,Humboldt,Klamath-Trinity Joint Unified,Hoopa Valley High,37,,,,,
12,62927,1230150,Humboldt,Loleta Union Elementary,Pacific View Charter,55,,,,,
12,63032,111203,Humboldt,South Bay Union Elementary,Alder Grove Charter,18,,,,,
12,63040,1230010,Humboldt,Southern Humboldt Joint Unified,Osprey Learning Center,1,,,,,
12,63040,1230069,Humboldt,Southern Humboldt Joint Unified,Osprey Learning Center (Alternative),20,,,,,
12,63040,1237007,Humboldt,Southern Humboldt Joint Unified,South Fork Junior - Senior High,66,1,1.52,NA,NA,NA
12,75374,1232909,Humboldt,Ferndale Unified,Ferndale High,44,4,9.09,NA,NA,NA
12,75382,1230085,Humboldt,Mattole Unified,Mattole Triple Junction High,1,,,,,
12,75382,1230135,Humboldt,Mattole Unified,Mattole Valley Charter (#159),111,,,,,
12,75515,1230101,Humboldt,Eureka City Unified,Humboldt Bay High,23,,,,,
12,75515,1232057,Humboldt,Eureka City Unified,Zoe Barnum High,54,,,,,
12,75515,1232206,Humboldt,Eureka City Unified,Eureka Senior High,320,38,11.88,21.45,19,50
13,10132,1330117,Imperial,Imperial County Office of Education,Imperial County Juvenile Hall/Community,17,,,,,
13,10132,6069272,Imperial,Imperial County Office of Education,Imperial County Special Education,54,,,,,
13,63081,1330141,Imperial,Brawley Union High,Renaissance,1,,,,,
13,63081,1331354,Imperial,Brawley Union High,Desert Valley High (Continuation),140,,,,,
13,63081,1331404,Imperial,Brawley Union High,Brawley High,334,78,23.35,20.49,35,44.87
13,63099,1332154,Imperial,Calexico Unified,Aurora High (Continuation),91,,,,,
13,63099,1332204,Imperial,Calexico Unified,Calexico High,673,91,13.52,19.46,34,37.36
13,63107,1332501,Imperial,Calipatria Unified,Calipatria High,75,11,14.67,15.73,1,9.09
13,63115,1330133,Imperial,Central Union High,Southwest High,508,70,13.78,19.31,26,37.14
13,63115,1333004,Imperial,Central Union High,Central Union High,343,72,20.99,18.63,24,33.33
13,63115,1333558,Imperial,Central Union High,Desert Oasis High (Continuation),59,,,,,
13,63149,1335306,Imperial,Holtville Unified,Holtville High,122,28,22.95,19.79,10,35.71
13,63149,1337138,Imperial,Holtville Unified,Sam Webb Continuation,11,,,,,
13,63164,1331115,Imperial,Imperial Unified,Imperial Ave. Holbrook High,5,,,,,
13,63164,1335900,Imperial,Imperial Unified,Imperial High,177,26,14.69,21.77,18,69.23
13,63214,1330018,Imperial,San Pasqual Valley Unified,Bill M. Manes High,3,,,,,
13,63214,1337609,Imperial,San Pasqual Valley Unified,San Pasqual Valley High,36,1,2.78,NA,NA,NA
14,10140,117994,Inyo,Inyo County Office of Education,Youth Build Charter School of California,102,,,,,
14,10140,1430073,Inyo,Inyo County Office of Education,Jill Kinmont Boothe,7,,,,,
14,10140,1430131,Inyo,Inyo County Office of Education,Alabama Hills Community Day,2,,,,,
14,63248,1430123,Inyo,Big Pine Unified,Eureka Dunes High,6,,,,,
14,63248,1431352,Inyo,Big Pine Unified,Big Pine High,12,4,33.33,NA,NA,NA
14,63263,1430057,Inyo,Bishop Joint Union High,Palisade Glacier High (Continuation),21,,,,,
14,63263,1431600,Inyo,Bishop Joint Union High,Bishop High,148,33,22.3,21.7,18,54.55
14,63271,1438308,Inyo,Death Valley Unified,Death Valley High Academy,5,,,,,
14,63289,113241,Inyo,Lone Pine Unified,Sierra Alternative Learning Academy,4,,,,,
14,63289,1434901,Inyo,Lone Pine Unified,Lone Pine High,33,,,,,
14,63297,1430107,Inyo,Owens Valley Unified,Keith B. Bright High (Juvenile Hall),5,,,,,
14,63297,1436203,Inyo,Owens Valley Unified,Owens Valley High,1,,,,,
15,10157,1530302,Kern,Kern County Office of Education,Kern County Juvenile Court,153,,,,,
15,10157,1530310,Kern,Northern Humboldt Union High,Kern County Community,593,,,,,
15,10157,1530492,Kern,Kern County Office of Education,Valley Oaks Charter,38,1,2.63,NA,NA,NA
15,10157,6069496,Kern,Kern County Office of Education,Kern County Special Education,19,,,,,
15,63412,100529,Kern,Delano Joint Union High,Cesar E. Chavez High,417,44,10.55,19.52,21,47.73
15,63412,116384,Kern,Delano Joint Union High,Robert F. Kennedy High,21,,,,,
15,63412,1530211,Kern,Delano Joint Union High,Valencia (Ygnacio) High (Alternative),217,,,,,
15,63412,1531656,Kern,Delano Joint Union High,Valley High,42,,,,,
15,63412,1531672,Kern,Delano Joint Union High,Delano High,405,38,9.38,19.21,12,31.58
15,63529,100198,Kern,Kern Union High,Golden Valley High,678,30,4.42,18.47,5,16.67
15,63529,110999,Kern,Kern Union High,Frontier High,416,19,4.57,23.89,13,68.42
15,63529,1530021,Kern,Kern Union High,Central Valley High (Continuation),46,,,,,
15,63529,1530047,Kern,Kern Union High,Nueva Continuation High,85,,,,,
15,63529,1530112,Kern,Kern Union High,Vista West Continuation High,256,,,,,
15,63529,1530252,Kern,Kern Union High,Arvin High,577,78,13.52,18.38,17,21.79
15,63529,1530294,Kern,Kern Union High,Summit Continuation,16,,,,,
15,63529,1530344,Kern,Kern Union High,Stockdale High,615,123,20,24.13,87,70.73
15,63529,1530369,Kern,Kern Union High,Centennial High,528,49,9.28,24.18,38,77.55
15,63529,1530385,Kern,Kern Union High,Ridgeview High,628,40,6.37,19.85,15,37.5
15,63529,1530435,Kern,Kern Union High,Kern Workforce 2000 Academy,340,,,,,
15,63529,1530476,Kern,Kern Union High,Liberty High,530,64,12.08,23.06,48,75
15,63529,1530708,Kern,Kern Union High,Bakersfield High,645,45,6.98,21.93,26,57.78
15,63529,1532290,Kern,Kern Union High,East Bakersfield High,540,62,11.48,18.6,19,30.65
15,63529,1532605,Kern,Kern Union High,Foothill High,641,40,6.24,20.15,16,40
15,63529,1533330,Kern,Kern Union High,Highland High,455,21,4.62,21.38,11,52.38
15,63529,1533538,Kern,Kern Union High,Kern Valley High,143,17,11.89,21.82,11,64.71
15,63529,1534775,Kern,Kern Union High,North High,590,30,5.08,19.53,11,36.67
15,63529,1535087,Kern,Kern Union High,Shafter High,345,55,15.94,18.76,17,30.91
15,63529,1535392,Kern,Kern Union High,South High,454,64,14.1,18.92,21,32.81
15,63529,1536325,Kern,Kern Union High,Vista Continuation High,175,2,1.14,NA,NA,NA
15,63529,1536606,Kern,Kern Union High,West High,575,46,8,19.09,16,34.78
15,63628,1533843,Kern,Maricopa Unified,Maricopa High,25,2,8,NA,NA,NA
15,63628,6121024,Kern,Maricopa Unified,California Virtual Academy at Kern,12,,,,,
15,63677,1530013,Kern,Mojave Unified,Mountain View High (Continuation),12,,,,,
15,63677,1530336,Kern,Mojave Unified,Douglas,75,,,,,
15,63677,1534460,Kern,Mojave Unified,Mojave Senior High,118,10,8.47,NA,NA,NA
15,63685,1530286,Kern,Muroc Joint Unified,McGowan (Robert) High (Continuation),9,,,,,
15,63685,1530997,Kern,Muroc Joint Unified,Boron Junior-Senior High,33,1,3.03,NA,NA,NA
15,63685,1531987,Kern,Muroc Joint Unified,Desert High,78,6,7.69,NA,NA,NA
15,63776,1530039,Kern,Southern Kern Unified,Rare Earth High (Continuation),9,,,,,
15,63776,1530377,Kern,Southern Kern Unified,Abraham Lincoln Alternative,20,,,,,
15,63776,1534957,Kern,Southern Kern Unified,Rosamond High,201,6,2.99,NA,NA,NA
15,63818,107904,Kern,Taft Union High,Westside Independent Study High School,4,,,,,
15,63818,1530138,Kern,Taft Union High,Buena Vista High (Continuation),9,,,,,
15,63818,1535905,Kern,Taft Union High,Taft Union High,199,2,1.01,NA,NA,NA
15,63826,1530245,Kern,Tehachapi Unified,Monroe High (Continuation),98,,,,,
15,63826,1536135,Kern,Tehachapi Unified,Tehachapi High,308,12,3.9,23.83,9,75
15,63859,1530351,Kern,Wasco Union High,Independence High (Continuation),76,,,,,
15,63859,1536440,Kern,Wasco Union High,Wasco High,367,56,15.26,18.39,19,33.93
15,73742,115717,Kern,Sierra Sands Unified,Sierra Sands Community Day,2,,,,,
15,73742,1530054,Kern,Sierra Sands Unified,Mesquite Continuation High,62,,,,,
15,73742,1531367,Kern,Sierra Sands Unified,Burroughs High,347,10,2.88,NA,NA,NA
15,73908,1530146,Kern,McFarland Unified,San Joaquin High (Continuation),2,,,,,
15,73908,1530229,Kern,McFarland Unified,McFarland Independent,16,,,,,
15,73908,1534155,Kern,McFarland Unified,McFarland High,161,17,10.56,18.29,3,17.65
15,75168,113910,Kern,El Tejon Unified,El Tejon Continuation High,20,,,,,
15,75168,1530401,Kern,El Tejon Unified,Frazier Mountain High,126,7,5.56,NA,NA,NA
16,10165,1630102,Kings,Kings County Office of Education,J. C. Montgomery,27,,,,,
16,10165,1630193,Kings,Kings County Office of Education,Kings County Community,28,,,,,
16,10165,6069298,Kings,Kings County Office of Education,Kings County Special Education,16,,,,,
16,63875,101717,Kings,Armona Union Elementary,Crossroads Charter,56,,,,,
16,63875,112698,Kings,Armona Union Elementary,California Virtual Academy @ Kings,7,,,,,
16,63891,1632207,Kings,Corcoran Joint Unified,Corcoran High,225,22,9.78,18,6,27.27
16,63925,1630060,Kings,Hanford Joint Union High,Hanford Night (Continuation),31,,,,,
16,63925,1630169,Kings,Hanford Joint Union High,Hanford West High,370,25,6.76,18.28,8,32
16,63925,1634245,Kings,Hanford Joint Union High,Earl F. Johnson High (Continuation),94,,,,,
16,63925,1634401,Kings,Hanford Joint Union High,Hanford High,427,29,6.79,20.28,13,44.83
16,63982,110205,Kings,Lemoore Union High,Lemoore Middle College High,32,,,,,
16,63982,1630011,Kings,Lemoore Union High,Jamison (Donald C.) High (Continuation),54,,,,,
16,63982,1635606,Kings,Lemoore Union High,Lemoore High,424,70,16.51,19.93,30,42.86
16,73932,1630078,Kings,Reef-Sunset Unified,Sunrise High (Continuation),7,,,,,
16,73932,1630953,Kings,Reef-Sunset Unified,Avenal High,144,23,15.97,16.78,3,13.04
17,10173,1730068,Lake,Lake County Office of Education,Renaissance Court,5,,,,,
17,10173,1730167,Lake,Lake County Office of Education,Lloyd Hance Community,5,,,,,
17,64014,1730043,Lake,Kelseyville Unified,Ed Donaldson Education Center,6,,,,,
17,64014,1730100,Lake,Kelseyville Unified,Intermountain High,3,,,,,
17,64014,1730159,Lake,Kelseyville Unified,Kelseyville Community Day,2,,,,,
17,64014,1734359,Lake,Kelseyville Unified,Kelseyville High,149,8,5.37,NA,NA,NA
17,64022,1730027,Lake,Konocti Unified,Carle (William C.) High (Continuation),35,,,,,
17,64022,1730118,Lake,Konocti Unified,Richard H. Lewis Alternative,4,,,,,
17,64022,1735000,Lake,Konocti Unified,Lower Lake High,153,6,3.92,NA,NA,NA
17,64030,1730019,Lake,Lakeport Unified,Natural High (Continuation),2,,,,,
17,64030,1730142,Lake,Lakeport Unified,Lakeport Alternative (Home School),4,,,,,
17,64030,1732304,Lake,Lakeport Unified,Clear Lake High,106,8,7.55,NA,NA,NA
17,64055,1730035,Lake,Middletown Unified,Loconoma Valley High,18,,,,,
17,64055,1730126,Lake,Middletown Unified,Middletown Community Day,1,,,,,
17,64055,1736008,Lake,Middletown Unified,Middletown High,136,2,1.47,NA,NA,NA
17,64071,1730050,Lake,Upper Lake Union High,Clover Valley High (Continuation),19,,,,,
17,64071,1730175,Lake,Upper Lake Union High,Upper Lake Community Day,2,,,,,
17,64071,1737006,Lake,Upper Lake Union High,Upper Lake High,78,7,8.97,NA,NA,NA
18,10181,1830058,Lassen,Lassen County Office of Education,Lassen County Juvenile Court,2,,,,,
18,10181,1830140,Lassen,Lassen County Office of Education,Lassen County Community,7,,,,,
18,10181,6069934,Lassen,Lassen County Office of Education,Lassen County Special Education,10,,,,,
18,64089,1831601,Lassen,Big Valley Joint Unified,Big Valley High,16,3,18.75,NA,NA,NA
18,64139,106385,Lassen,Lassen Union High,Diamond Mountain Charter High,17,,,,,
18,64139,1830082,Lassen,Lassen Union High,Lassen Community Day,4,,,,,
18,64139,1833805,Lassen,Lassen Union High,Lassen High,206,26,12.62,21.73,15,57.69
18,64139,1833813,Lassen,Lassen Union High,Credence High,19,,,,,
18,64204,1830090,Lassen,Westwood Unified,Horizon High (Continuation),4,,,,,
18,64204,1830132,Lassen,Westwood Unified,Westwood Charter,174,,,,,
18,64204,1838507,Lassen,Westwood Unified,Westwood High,27,1,3.7,NA,NA,NA
18,75036,1830033,Lassen,Fort Sage Unified,Render Continuation High,1,,,,,
18,75036,1833409,Lassen,Fort Sage Unified,Herlong High,20,,,,,
18,75036,6010763,Lassen,Fort Sage Unified,Long Valley Charter,14,,,,,
19,10199,1933399,Los Angeles,Los Angeles County Office of Eation,L.A. County High School for the Arts,123,27,21.95,21.93,18,66.67
19,10199,1995232,Los Angeles,Los Angeles County Office of Education,Los Angeles County Special Education,232,,,,,
19,10199,1995240,Los Angeles,Los Angeles County Office of Education,Los Angeles County Juvenile Hall/Communi,407,,,,,
19,10199,1995257,Los Angeles,Los Angeles County Office of Education,Alternative Opportunity Programs,178,,,,,
19,10199,1995869,Los Angeles,Los Angeles County Office of Education,International Polytechnic High,114,12,10.53,20.17,5,41.67
19,10199,1996008,Los Angeles,Los Angeles County Office of Education,Soledad Enrichment Action Charter,185,,,,,
19,10199,1996164,Los Angeles,Los Angeles County Office of Education,Antelope Valley Community Day,4,,,,,
19,10199,1996172,Los Angeles,Los Angeles County Office of Education,East Los Angeles Community Day,12,,,,,
19,10199,1996180,Los Angeles,Los Angeles County Office of Education,Eastern PAU,36,,,,,
19,10199,1996214,Los Angeles,Los Angeles County Office of Education,Southwest Community Day,16,,,,,
19,10199,1996222,Los Angeles,Los Angeles County Office of Education,Tri Community Day,33,,,,,
19,32276,1931096,Los Angeles,CEA Los Angeles Co,Jack B. Clarke High,50,,,,,
19,64212,1930056,Los Angeles,ABC Unified,Cerritos High,505,71,14.06,26.03,65,91.55
19,64212,1930361,Los Angeles,ABC Unified,Artesia High,391,27,6.91,19.3,11,40.74
19,64212,1931641,Los Angeles,ABC Unified,Tracy (Wilbur) High (Continuation),266,1,0.38,NA,NA,NA
19,64212,1931880,Los Angeles,ABC Unified,Gretchen Whitney High,168,98,58.33,30.19,97,98.98
19,64212,1933159,Los Angeles,ABC Unified,Richard Gahr High,427,19,4.45,24.74,17,89.47
19,64212,1995596,Los Angeles,ABC Unified,ABC Secondary (Alternative),85,,,,,
19,64246,100081,Los Angeles,Antelope Valley Union High,William J. 'Pete' Knight High,748,94,12.57,18.76,26,27.66
19,64246,108407,Los Angeles,Antelope Valley Union High,Eastside High,495,67,13.54,17.57,19,28.36
19,64246,115337,Los Angeles,Antelope Valley Union High,Los Angeles County Online High,50,,,,,
19,64246,1930213,Los Angeles,Antelope Valley Union High,Antelope Valley High,456,27,5.92,18.3,7,25.93
19,64246,1931732,Los Angeles,Antelope Valley Union High,Desert Winds Continuation High,360,,,,,
19,64246,1936624,Los Angeles,Antelope Valley Union High,Palmdale High,651,61,9.37,18.95,21,34.43
19,64246,1937051,Los Angeles,Antelope Valley Union High,Quartz Hill High,832,101,12.14,23.09,66,65.35
19,64246,1995398,Los Angeles,Antelope Valley Union High,Highland High,777,43,5.53,21.21,21,48.84
19,64246,1995406,Los Angeles,Antelope Valley Union High,Littlerock High,438,48,10.96,18.29,13,27.08
19,64246,1995844,Los Angeles,Antelope Valley Union High,Lancaster High,500,48,9.6,19.69,20,41.67
19,64246,1995968,Los Angeles,Antelope Valley Union High,Phoenix High Community Day,42,,,,,
19,64246,1996537,Los Angeles,Antelope Valley Union High,Desert Sands Charter,279,,,,,
19,64246,1996644,Los Angeles,Antelope Valley Union High,R. Rex Parris High,360,,,,,
19,64261,1930288,Los Angeles,Arcadia Unified,Arcadia High,957,203,21.21,26.24,174,85.71
19,64261,1995299,Los Angeles,Arcadia Unified,Rancho Learning Center (Alternative),20,,,,,
19,64279,1930528,Los Angeles,Azusa Unified,Azusa High,295,42,14.24,18.6,10,23.81
19,64279,1931765,Los Angeles,Azusa Unified,Sierra High,34,,,,,
19,64279,1933449,Los Angeles,Azusa Unified,Gladstone High,322,37,11.49,19.49,12,32.43
19,64287,114397,Los Angeles,Baldwin Park Unified,Opportunities For Learning - Baldwin Par,46,,,,,
19,64287,1930601,Los Angeles,Baldwin Park Unified,Baldwin Park High,437,42,9.61,18.1,12,28.57
19,64287,1936384,Los Angeles,Baldwin Park Unified,North Park Continuation High,202,,,,,
19,64287,1938166,Los Angeles,Baldwin Park Unified,Sierra Vista High,426,135,31.69,18.9,43,31.85
19,64287,1995331,Los Angeles,Baldwin Park Unified,Baldwin Park Alternative,19,,,,,
19,64287,1996479,Los Angeles,Baldwin Park Unified,Opportunities for Learning - Baldwin Par,446,,,,,
19,64295,1930700,Los Angeles,Bassett Unified,Bassett Senior High,320,20,6.25,18.65,7,35
19,64295,1936491,Los Angeles,Bassett Unified,Nueva Vista Continuation High,61,,,,,
19,64303,1930775,Los Angeles,Bellflower Unified,Bellflower High,407,5,1.23,NA,NA,NA
19,64303,1935618,Los Angeles,Bellflower Unified,Mayfair High,540,39,7.22,21.62,21,53.85
19,64303,1938190,Los Angeles,Bellflower Unified,Somerset Continuation High,274,,,,,
19,64303,1995679,Los Angeles,Bellflower Unified,Bellflower Alternative Education Center,5,,,,,
19,64311,1930981,Los Angeles,Beverly Hills Unified,Beverly Hills High,617,140,22.69,24.87,118,84.29
19,64311,1931021,Los Angeles,Beverly Hills Unified,Moreno High (Continuation),1,,,,,
19,64329,1931088,Los Angeles,Bonita Unified,Bonita High,419,134,31.98,22.34,85,63.43
19,64329,1937598,Los Angeles,Bonita Unified,Chaparral High (Continuation),59,,,,,
19,64329,1937739,Los Angeles,Bonita Unified,San Dimas High,320,28,8.75,22.57,16,57.14
19,64329,1995893,Los Angeles,Bonita Unified,Vista (Alternative),39,,,,,
19,64337,115436,Los Angeles,Burbank Unified,Off Campus Learning Center,1,,,,,
19,64337,1931187,Los Angeles,Burbank Unified,Burbank High,620,56,9.03,22.77,36,64.29
19,64337,1931237,Los Angeles,Burbank Unified,Burroughs High,653,38,5.82,22.82,26,68.42
19,64337,1933332,Los Angeles,Burbank Unified,Monterey High (Continuation),116,1,0.86,NA,NA,NA
19,64337,1995877,Los Angeles,Burbank Unified,Magnolia Park,5,,,,,
19,64337,1996099,Los Angeles,Burbank Unified,Options for Youth-Burbank Charter,210,,,,,
19,64337,1996230,Los Angeles,Burbank Unified,Burbank USD Community Day,11,,,,,
19,64352,118521,Los Angeles,Centinela Valley Union High,Centinela Valley Independent Study,26,,,,,
19,64352,1930239,Los Angeles,Centinela Valley Union High,R. K. Lloyde High,30,,,,,
19,64352,1933951,Los Angeles,Centinela Valley Union High,Hawthorne High,588,116,19.73,18.24,32,27.59
19,64352,1934926,Los Angeles,Centinela Valley Union High,Lawndale High,247,45,18.22,19,17,37.78
19,64352,1935048,Los Angeles,Centinela Valley Union High,Leuzinger High,724,41,5.66,17.34,10,24.39
19,64378,1930312,Los Angeles,Charter Oak Unified,Arrow High (Continuation),77,1,1.3,NA,NA,NA
19,64378,1931666,Los Angeles,Charter Oak Unified,Charter Oak High,425,81,19.06,20.53,37,45.68
19,64378,1995885,Los Angeles,Charter Oak Unified,Oak Knoll Alternative,57,,,,,
19,64378,1995927,Los Angeles,Charter Oak Unified,Bridges Community Day,6,,,,,
19,64394,1931807,Los Angeles,Claremont Unified,San Antonio High (Continuation),31,,,,,
19,64394,1931823,Los Angeles,Claremont Unified,Claremont High,523,127,24.28,23.91,96,75.59
19,64436,1931617,Los Angeles,Covina-Valley Unified,Fair Valley High (Continuation),153,,,,,
19,64436,1932086,Los Angeles,Covina-Valley Unified,Covina High,317,11,3.47,22.73,7,63.64
19,64436,1936418,Los Angeles,Covina-Valley Unified,Northview High,398,74,18.59,18.82,23,31.08
19,64436,1938372,Los Angeles,Covina-Valley Unified,South Hills High,463,38,8.21,23.26,28,73.68
19,64444,1930031,Los Angeles,Culver City Unified,Culver City Independent Study,19,,,,,
19,64444,1932201,Los Angeles,Culver City Unified,Culver City High,531,136,25.61,21.08,73,53.68
19,64444,1932656,Los Angeles,Culver City Unified,Culver Park High,42,,,,,
19,64451,1931625,Los Angeles,Downey Unified,Columbus Continuation,274,,,,,
19,64451,1932441,Los Angeles,Downey Unified,Downey High,879,25,2.84,19.04,8,32
19,64451,1939164,Los Angeles,Downey Unified,Warren High,785,115,14.65,22.15,67,58.26
19,64469,1932482,Los Angeles,Duarte Unified,Duarte High,283,35,12.37,20.69,17,48.57
19,64469,1936079,Los Angeles,Duarte Unified,Mt. Olive Alternative Education,45,,,,,
19,64519,1930320,Los Angeles,El Monte Union High,Arroyo High,531,22,4.14,20.64,11,50
19,64519,1932664,Los Angeles,El Monte Union High,El Monte High,489,90,18.4,19.59,35,38.89
19,64519,1932680,Los Angeles,El Monte Union High,Mountain View High,438,30,6.85,19.87,11,36.67
19,64519,1937481,Los Angeles,El Monte Union High,Rosemead High,452,38,8.41,22.74,27,71.05
19,64519,1938919,Los Angeles,El Monte Union High,Fernando R. Ledesma Continuation High,301,,,,,
19,64519,1995661,Los Angeles,El Monte Union High,South El Monte High,343,23,6.71,17.74,3,13.04
19,64519,1996123,Los Angeles,El Monte Union High,El Monte Union High School Community Day,22,,,,,
19,64527,1932698,Los Angeles,El Rancho Unified,Ruben Salazar Continuation,180,,,,,
19,64527,1932706,Los Angeles,El Rancho Unified,El Rancho High,782,134,17.14,18.39,37,27.61
19,64535,1930353,Los Angeles,El Segundo Unified,Arena High (Continuation),9,,,,,
19,64535,1932763,Los Angeles,El Segundo Unified,El Segundo High,308,83,26.95,24.33,62,74.7
19,64568,1932144,Los Angeles,Glendale Unified,Crescenta Valley Senior High,730,227,31.1,24.57,182,80.18
19,64568,1933472,Los Angeles,Glendale Unified,Daily (Allan F.) High (Continuation),245,,,,,
19,64568,1933530,Los Angeles,Glendale Unified,Glendale Senior High,708,68,9.6,22.66,47,69.12
19,64568,1934082,Los Angeles,Glendale Unified,Herbert Hoover Senior High,525,39,7.43,21.79,25,64.1
19,64568,1995497,Los Angeles,Glendale Unified,Verdugo Academy,26,,,,,
19,64568,1996131,Los Angeles,Glendale Unified,Anderson W. Clark Magnet High,242,18,7.44,26.17,17,94.44
19,64568,6099022,Los Angeles,Glendale Unified,College View,67,,,,,
19,64576,1933597,Los Angeles,Glendora Unified,Glendora High,641,57,8.89,23.96,42,73.68
19,64576,1939677,Los Angeles,Glendora Unified,Whitcomb Continuation High,68,1,1.47,NA,NA,NA
19,64584,1996305,Los Angeles,Gorman Elementary,Gorman Learning Center,137,4,2.92,NA,NA,NA
19,64592,100354,Los Angeles,Hawthorne,Hawthorne Math and Science Academy,118,80,67.8,20.76,40,50
19,64592,118505,Los Angeles,Hawthorne,Academy for Recording Arts,61,,,,,
19,64634,1934231,Los Angeles,Inglewood Unified,Inglewood High,333,111,33.33,16.12,10,9.01
19,64634,1934249,Los Angeles,Inglewood Unified,Hillcrest High,135,,,,,
19,64634,1936046,Los Angeles,Inglewood Unified,Morningside High,267,32,11.99,16.84,6,18.75
19,64634,1996529,Los Angeles,Inglewood Unified,City Honors High,118,81,68.64,18.54,17,20.99
19,64659,1934611,Los Angeles,La Canada Unified,La Canada High,381,178,46.72,25.98,157,88.2
19,64659,1995950,Los Angeles,La Canada Unified,Foothills (Special Education),6,,,,,
