"County
Number","District
Number","School
Number","County
Name",District Name,School Name,Enrollment,Number tested,"Percent
tested","Average
score",Total scores above 21,Percent scores above 21
36,67876,3635844,SAN BERNARDINO,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO HIGH,366,4,1.1,NA,NA,NA
36,67876,3636081,SAN BERNARDINO,SAN BERNARDINO CITY UNIFIED,SAN GORGONIO HIGH,455,37,8.1,19.1,14,3.1
36,67892,3636487,SAN BERNARDINO,TRONA JOINT UNIFIED,TRONA HIGH,19,4,21.1,NA,NA,NA
36,67934,3630787,SAN BERNARDINO,VICTOR VALLEY UNION HIGH,SILVERADO HIGH,448,36,8,21.8,24,5.4
36,67934,3638012,SAN BERNARDINO,VICTOR VALLEY UNION HIGH,VICTOR VALLEY HIGH,402,17,4.2,21.1,8,2
36,67959,3633351,SAN BERNARDINO,YUCAIPA-CALIMESA JT. UNIFIED,GREEN VALLEY HIGH (CONT.),31,1,3.2,NA,NA,NA
36,67959,3638509,SAN BERNARDINO,YUCAIPA-CALIMESA JT. UNIFIED,YUCAIPA HIGH,590,58,9.8,21.4,31,5.3
36,73890,3630274,SAN BERNARDINO,SILVER VALLEY UNIFIED,SILVER VALLEY HIGH,100,28,28,21.8,20,20
36,73957,3630233,SAN BERNARDINO,SNOWLINE JOINT UNIFIED,SERRANO HIGH,383,13,3.4,21.0,7,1.8
36,73957,3630365,SAN BERNARDINO,SNOWLINE JOINT UNIFIED,CHAPARRAL HIGH (CONT.),11,0,0,0.0,0,0
36,73957,3630589,SAN BERNARDINO,SNOWLINE JOINT UNIFIED,DESERT VIEW INDEPENDENT (ALTER,21,0,0,0.0,0,0
36,75044,3630407,SAN BERNARDINO,HESPERIA UNIFIED,HESPERIA HIGH,335,20,6,19.1,9,2.7
36,75044,3630472,SAN BERNARDINO,HESPERIA UNIFIED,MOJAVE HIGH (CONT.),70,0,0,0.0,0,0
36,75044,3630746,SAN BERNARDINO,HESPERIA UNIFIED,SULTANA HIGH,435,53,12.2,20.0,24,5.5
36,75051,3630563,SAN BERNARDINO,LUCERNE VALLEY UNIFIED,LUCERNE VALLEY HIGH,52,1,1.9,NA,NA,NA
36,75069,3637584,SAN BERNARDINO,UPLAND UNIFIED,UPLAND HIGH,761,52,6.8,22.4,36,4.7
36,75077,3630423,SAN BERNARDINO,APPLE VALLEY UNIFIED,APPLE VALLEY HIGH,576,76,13.2,20.7,38,6.6
37,10371,3730710,SAN DIEGO,SAN DIEGO CO. OFFICE OF EDUCAT,JUVENILE HALL/COMMUNITY,159,1,0.6,NA,NA,NA
37,67983,3730447,SAN DIEGO,BORREGO SPRINGS UNIFIED,BORREGO SPRINGS HIGH,19,0,0,0.0,0,0
37,68031,3731478,SAN DIEGO,CORONADO UNIFIED,CORONADO HIGH,237,62,26.2,22.7,41,17.3
37,68106,3730058,SAN DIEGO,ESCONDIDO UNION HIGH,SAN PASQUAL HIGH,423,46,10.9,20.6,24,5.7
37,68106,3730744,SAN DIEGO,ESCONDIDO UNION HIGH,CENTER CITY HIGH (ALT),136,1,0.7,NA,NA,NA
37,68106,3731023,SAN DIEGO,ESCONDIDO UNION HIGH,ESCONDIDO CHARTER HIGH,182,0,0,0.0,0,0
37,68106,3731114,SAN DIEGO,ESCONDIDO UNION HIGH,VALLEY CENTER HIGH,181,14,7.7,18.6,4,2.2
37,68106,3732062,SAN DIEGO,ESCONDIDO UNION HIGH,ESCONDIDO HIGH,414,19,4.6,20.7,9,2.2
37,68106,3735313,SAN DIEGO,ESCONDIDO UNION HIGH,ORANGE GLEN HIGH,363,30,8.3,21.2,16,4.4
37,68122,3732179,SAN DIEGO,FALLBROOK UNION HIGH,FALLBROOK HIGH,565,35,6.2,22.9,23,4.1
37,68130,3730066,SAN DIEGO,GROSSMONT UNION HIGH,VALHALLA HIGH,491,71,14.5,23.4,52,10.6
37,68130,3730702,SAN DIEGO,GROSSMONT UNION HIGH,WEST HILLS HIGH,517,30,5.8,22.9,19,3.7
37,68130,3731692,SAN DIEGO,GROSSMONT UNION HIGH,EL CAJON VALLEY HIGH,317,34,10.7,18.5,9,2.8
37,68130,3731809,SAN DIEGO,GROSSMONT UNION HIGH,EL CAPITAN HIGH,468,47,10,21.3,25,5.3
37,68130,3732336,SAN DIEGO,GROSSMONT UNION HIGH,GRANITE HILLS HIGH,558,145,26,22.5,96,17.2
37,68130,3732625,SAN DIEGO,GROSSMONT UNION HIGH,GROSSMONT HIGH,511,41,8,23.0,29,5.7
37,68130,3732732,SAN DIEGO,GROSSMONT UNION HIGH,HELIX HIGH,450,38,8.4,20.6,19,4.2
37,68130,3734548,SAN DIEGO,GROSSMONT UNION HIGH,MONTE VISTA HIGH,418,44,10.5,21.6,25,6
37,68130,3734761,SAN DIEGO,GROSSMONT UNION HIGH,MOUNT MIGUEL HIGH,436,20,4.6,22.3,12,2.8
37,68130,3737905,SAN DIEGO,GROSSMONT UNION HIGH,SANTANA HIGH,441,29,6.6,22.0,18,4.1
37,68171,3733219,SAN DIEGO,JULIAN UNION HIGH,JULIAN HIGH,53,7,13.2,NA,NA,NA
37,68189,3731072,SAN DIEGO,LAKESIDE UNION ELEMENTARY,RIVER VALLEY HIGH (CHARTER),8,0,0,0.0,0,0
37,68213,3734878,SAN DIEGO,MOUNTAIN EMPIRE UNIFIED,MOUNTAIN EMPIRE HIGH,81,15,18.5,19.5,5,6.2
37,68296,3730074,SAN DIEGO,POWAY UNIFIED,MT. CARMEL HIGH,789,253,32.1,23.7,193,24.5
37,68296,3730819,SAN DIEGO,POWAY UNIFIED,RANCHO BERNARDO HIGH,741,194,26.2,24.8,157,21.2
37,68296,3735842,SAN DIEGO,POWAY UNIFIED,ABRAXAS CONTINUATION HIGH,113,0,0,0.0,0,0
37,68296,3735867,SAN DIEGO,POWAY UNIFIED,POWAY HIGH,781,101,12.9,23.7,73,9.3
37,68304,3735958,SAN DIEGO,RAMONA CITY UNIFIED,MONTECITO HIGH (CONT.),39,0,0,0.0,0,0
37,68304,3735974,SAN DIEGO,RAMONA CITY UNIFIED,RAMONA HIGH,419,22,5.3,21.5,11,2.6
37,68338,3730116,SAN DIEGO,SAN DIEGO CITY UNIFIED,MUIR (JOHN),12,1,8.3,NA,NA,NA
37,68338,3730173,SAN DIEGO,SAN DIEGO CITY UNIFIED,SERRA SENIOR HIGH,389,76,19.5,23.0,49,12.6
37,68338,3730181,SAN DIEGO,SAN DIEGO CITY UNIFIED,MIRA MESA SENIOR HIGH,465,25,5.4,24.0,21,4.5
37,68338,3730231,SAN DIEGO,SAN DIEGO CITY UNIFIED,TWAIN JUNIOR/SENIOR HIGH (CONT,96,0,0,0.0,0,0
37,68338,3730314,SAN DIEGO,SAN DIEGO CITY UNIFIED,UNIVERSITY CITY HIGH,385,19,4.9,22.4,12,3.1
37,68338,3730348,SAN DIEGO,SAN DIEGO CITY UNIFIED,GOMPERS SECONDARY,144,30,20.8,19.1,9,6.2
37,68338,3730371,SAN DIEGO,SAN DIEGO CITY UNIFIED,SAN DIEGO SCHOOL OF CREATIVE &,175,34,19.4,19.4,13,7.4
37,68338,3730751,SAN DIEGO,SAN DIEGO CITY UNIFIED,MT EVEREST ACADEMY (ALT),8,0,0,0.0,0,0
37,68338,3730884,SAN DIEGO,SAN DIEGO CITY UNIFIED,SCRIPPS RANCH HIGH,480,74,15.4,23.1,50,10.4
37,68338,3730959,SAN DIEGO,SAN DIEGO CITY UNIFIED,CHARTER SCHOOL OF SAN DIEGO,120,1,0.8,NA,NA,NA
37,68338,3731213,SAN DIEGO,SAN DIEGO CITY UNIFIED,CLAIREMONT SENIOR HIGH,258,18,7,23.1,16,6.2
37,68338,3731585,SAN DIEGO,SAN DIEGO CITY UNIFIED,CRAWFORD SENIOR HIGH,305,16,5.2,20.5,8,2.6
37,68338,3732781,SAN DIEGO,SAN DIEGO CITY UNIFIED,HENRY SENIOR HIGH,461,11,2.4,22.9,8,1.7
37,68338,3732997,SAN DIEGO,SAN DIEGO CITY UNIFIED,HOOVER SENIOR HIGH,318,15,4.7,14.0,0,0
37,68338,3733326,SAN DIEGO,SAN DIEGO CITY UNIFIED,KEARNY SENIOR HIGH,293,48,16.4,17.7,12,4.1
37,68338,3733508,SAN DIEGO,SAN DIEGO CITY UNIFIED,LA JOLLA SENIOR HIGH,381,42,11,24.1,35,9.2
37,68338,3733581,SAN DIEGO,SAN DIEGO CITY UNIFIED,LINCOLN SENIOR HIGH,180,20,11.1,17.6,3,1.7
37,68338,3733698,SAN DIEGO,SAN DIEGO CITY UNIFIED,MADISON SENIOR HIGH,319,14,4.4,20.1,7,2.2
37,68338,3734431,SAN DIEGO,SAN DIEGO CITY UNIFIED,MISSION BAY SENIOR HIGH,311,14,4.5,19.3,4,1.3
37,68338,3734654,SAN DIEGO,SAN DIEGO CITY UNIFIED,MORSE SENIOR HIGH,626,116,18.5,19.2,37,5.9
37,68338,3735750,SAN DIEGO,SAN DIEGO CITY UNIFIED,POINT LOMA SENIOR HIGH,421,71,16.9,23.2,53,12.6
37,68338,3737152,SAN DIEGO,SAN DIEGO CITY UNIFIED,SAN DIEGO SENIOR HIGH,415,25,6,18.7,9,2.2
37,68338,3737962,SAN DIEGO,SAN DIEGO CITY UNIFIED,GARFIELD HIGH (CONT.),82,0,0,0.0,0,0
37,68346,3730033,SAN DIEGO,SAN DIEGUITO UNION HIGH,TORREY PINES HIGH,640,152,23.8,24.9,130,20.3
37,68346,3731007,SAN DIEGO,SAN DIEGUITO UNION HIGH,LA COSTA CANYON HIGH,596,161,27,23.6,113,19
37,68346,3737384,SAN DIEGO,SAN DIEGUITO UNION HIGH,SUNSET HIGH (CONT.),30,0,0,0.0,0,0
37,68346,3737418,SAN DIEGO,SAN DIEGUITO UNION HIGH,SAN DIEGUITO HIGH ACADEMY,294,77,26.2,22.4,48,16.3
37,68411,3730124,SAN DIEGO,SWEETWATER UNION HIGH,SOUTHWEST SENIOR HIGH,514,93,18.1,19.5,35,6.8
37,68411,3730405,SAN DIEGO,SWEETWATER UNION HIGH,BONITA VISTA SENIOR HIGH,585,137,23.4,21.4,77,13.2
37,68411,3730801,SAN DIEGO,SWEETWATER UNION HIGH,CASTLE PARK SENIOR HIGH,397,37,9.3,19.5,13,3.3
37,68411,3730843,SAN DIEGO,SWEETWATER UNION HIGH,EASTLAKE HIGH,417,120,28.8,21.2,67,16.1
37,68411,3731064,SAN DIEGO,SWEETWATER UNION HIGH,CHULA VISTA SENIOR HIGH,504,57,11.3,18.4,15,3
37,68411,3732849,SAN DIEGO,SWEETWATER UNION HIGH,HILLTOP SENIOR HIGH,478,56,11.7,20.2,27,5.6
37,68411,3733953,SAN DIEGO,SWEETWATER UNION HIGH,MAR VISTA SENIOR HIGH,357,65,18.2,18.5,16,4.5
37,68411,3738226,SAN DIEGO,SWEETWATER UNION HIGH,SWEETWATER HIGH,529,22,4.2,16.6,2,0.4
37,68411,3738234,SAN DIEGO,SWEETWATER UNION HIGH,MONTGOMERY SENIOR HIGH,505,44,8.7,20.5,22,4.4
37,68452,3730728,SAN DIEGO,VISTA UNIFIED,RANCHO BUENA VISTA HIGH,655,19,2.9,23.7,14,2.1
37,68452,3730942,SAN DIEGO,VISTA UNIFIED,GUAJOME PARK ACADEMY CHARTER,1165,0,0,0.0,0,0
37,68452,3738705,SAN DIEGO,VISTA UNIFIED,VISTA HIGH,678,98,14.5,21.5,57,8.4
37,73551,3730694,SAN DIEGO,CARLSBAD UNIFIED,CARLSBAD HIGH,561,56,10,23.0,36,6.4
37,73569,3735206,SAN DIEGO,OCEANSIDE UNIFIED,OCEANSIDE HIGH,439,32,7.3,21.1,16,3.6
37,73569,3739018,SAN DIEGO,OCEANSIDE UNIFIED,EL CAMINO HIGH,573,23,4,22.5,16,2.8
37,73791,3730793,SAN DIEGO,SAN MARCOS UNIFIED,FOOTHILLS HIGH (ALT),19,0,0,0.0,0,0
37,73791,3737632,SAN DIEGO,SAN MARCOS UNIFIED,SAN MARCOS HIGH,526,75,14.3,19.7,35,6.7
37,75416,3730975,SAN DIEGO,WARNER UNIFIED,WARNER HIGH,18,1,5.6,NA,NA,NA
38,68478,3830031,SAN FRANCISCO,SAN FRANCISCO UNIFIED,WELLS (IDA B.) ALTERN./CONT. H,34,1,2.9,NA,NA,NA
38,68478,3830064,SAN FRANCISCO,SAN FRANCISCO UNIFIED,DOWNTOWN HIGH (CONT.),71,1,1.4,NA,NA,NA
38,68478,3830072,SAN FRANCISCO,SAN FRANCISCO UNIFIED,MCATEER (J. EUGENE) HIGH,248,26,10.5,16.8,4,1.6
38,68478,3830197,SAN FRANCISCO,SAN FRANCISCO UNIFIED,INDEPENDENCE HIGH (ALTER.),167,1,0.6,NA,NA,NA
38,68478,3830205,SAN FRANCISCO,SAN FRANCISCO UNIFIED,RAOUL WALLENBERG TRADITIONAL H,157,12,7.6,19.4,3,1.9
38,68478,3830213,SAN FRANCISCO,SAN FRANCISCO UNIFIED,MARK TWAIN HIGH (CONT.),55,2,3.6,NA,NA,NA
38,68478,3830254,SAN FRANCISCO,SAN FRANCISCO UNIFIED,BURTON (PHILLIP & SALA) ACADEM,225,28,12.4,18.7,9,4
38,68478,3830288,SAN FRANCISCO,SAN FRANCISCO UNIFIED,BALBOA HIGH,306,27,8.8,16.0,3,1
38,68478,3830353,SAN FRANCISCO,SAN FRANCISCO UNIFIED,INTERNATIONAL STUDIES ACADEMY,91,6,6.6,NA,NA,NA
38,68478,3830387,SAN FRANCISCO,SAN FRANCISCO UNIFIED,SCHOOL OF THE ARTS (HIGH),96,24,25,21.8,12,12.5
38,68478,3830403,SAN FRANCISCO,SAN FRANCISCO UNIFIED,MARSHALL (THURGOOD) ACADEMIC H,200,80,40,17.5,13,6.5
38,68478,3831765,SAN FRANCISCO,SAN FRANCISCO UNIFIED,GALILEO HIGH,319,57,17.9,17.2,14,4.4
38,68478,3833241,SAN FRANCISCO,SAN FRANCISCO UNIFIED,ABRAHAM LINCOLN HIGH,442,66,14.9,20.4,32,7.2
38,68478,3833407,SAN FRANCISCO,SAN FRANCISCO UNIFIED,LOWELL HIGH,679,79,11.6,25.1,66,9.7
38,68478,3834082,SAN FRANCISCO,SAN FRANCISCO UNIFIED,MISSION HIGH,137,5,3.6,NA,NA,NA
38,68478,3834769,SAN FRANCISCO,SAN FRANCISCO UNIFIED,O'CONNELL (JOHN A.) HIGH,88,0,0,0.0,0,0
38,68478,3839081,SAN FRANCISCO,SAN FRANCISCO UNIFIED,GEORGE WASHINGTON HIGH,518,46,8.9,19.8,19,3.7
39,32276,3931250,SAN JOAQUIN,SAN JOAQUIN CO CYA DIST,BOSS (JOHANNA) HIGH,69,0,0,0.0,0,0
39,68502,3932308,SAN JOAQUIN,ESCALON UNIFIED,ESCALON HIGH,205,0,0,0.0,0,0
39,68569,3933801,SAN JOAQUIN,LINCOLN UNIFIED,LINCOLN HIGH,603,67,11.1,21.8,43,7.1
39,68577,3933959,SAN JOAQUIN,LINDEN UNIFIED,LINDEN HIGH,182,9,4.9,NA,NA,NA
39,68585,3930237,SAN JOAQUIN,LODI UNIFIED,BEAR CREEK HIGH,493,28,5.7,23.0,21,4.3
39,68585,3934759,SAN JOAQUIN,LODI UNIFIED,TOKAY HIGH,519,70,13.5,21.7,43,8.3
39,68585,3934767,SAN JOAQUIN,LODI UNIFIED,LIBERTY HIGH (CONT.),52,0,0,0.0,0,0
39,68585,3934783,SAN JOAQUIN,LODI UNIFIED,LODI HIGH,503,50,9.9,21.4,27,5.4
39,68593,3930310,SAN JOAQUIN,MANTECA UNIFIED,SIERRA HIGH,326,31,9.5,22.1,19,5.8
39,68593,3932001,SAN JOAQUIN,MANTECA UNIFIED,EAST UNION HIGH,358,28,7.8,21.3,16,4.5
39,68593,3935103,SAN JOAQUIN,MANTECA UNIFIED,MANTECA HIGH,254,19,7.5,21.0,8,3.1
39,68650,3935756,SAN JOAQUIN,RIPON UNIFIED,RIPON HIGH,136,6,4.4,NA,NA,NA
39,68676,3930211,SAN JOAQUIN,STOCKTON CITY UNIFIED,STOCKTON UNIFIED ALTER./CONT.,59,0,0,0.0,0,0
39,68676,3932100,SAN JOAQUIN,STOCKTON CITY UNIFIED,EDISON SENIOR HIGH,384,9,2.3,NA,NA,NA
39,68676,3932654,SAN JOAQUIN,STOCKTON CITY UNIFIED,FRANKLIN SENIOR HIGH,364,7,1.9,NA,NA,NA
39,68676,3937406,SAN JOAQUIN,STOCKTON CITY UNIFIED,STAGG SENIOR HIGH,530,10,1.9,NA,NA,NA
39,75499,3930302,SAN JOAQUIN,TRACY JOINT UNIFIED,WEST (MERRILL F.) HIGH,378,28,7.4,21.2,15,4
39,75499,3938008,SAN JOAQUIN,TRACY JOINT UNIFIED,TRACY HIGH,422,36,8.5,22.3,22,5.2
40,68700,4030755,SAN LUIS OBISPO,ATASCADERO UNIFIED,ATASCADERO HIGH,373,30,8,23.7,24,6.4
40,68759,4030557,SAN LUIS OBISPO,LUCIA MAR UNIFIED,ARROYO GRANDE HIGH,546,115,21.1,22.2,73,13.4
40,68809,4030045,SAN LUIS OBISPO,SAN LUIS COASTAL UNIFIED,PACIFIC BEACH CONT. HIGH,42,0,0,0.0,0,0
40,68809,4034807,SAN LUIS OBISPO,SAN LUIS COASTAL UNIFIED,MORRO BAY HIGH,203,19,9.4,22.4,13,6.4
40,68809,4036703,SAN LUIS OBISPO,SAN LUIS COASTAL UNIFIED,SAN LUIS OBISPO HIGH,384,88,22.9,23.9,69,18
40,68833,4037008,SAN LUIS OBISPO,SHANDON JOINT UNIFIED,SHANDON HIGH,33,0,0,0.0,0,0
40,68841,4037701,SAN LUIS OBISPO,TEMPLETON UNIFIED,TEMPLETON HIGH,149,24,16.1,23.6,20,13.4
40,75457,4035754,SAN LUIS OBISPO,PASO ROBLES JOINT UNIFIED,PASO ROBLES HIGH,384,19,4.9,22.9,13,3.4
40,75465,4032009,SAN LUIS OBISPO,COAST UNIFIED,COAST UNION HIGH,98,17,17.3,21.9,10,10.2
41,68890,4132817,SAN MATEO,CABRILLO UNIFIED,HALF MOON BAY HIGH,230,12,5.2,24.3,11,4.8
41,68924,4133393,SAN MATEO,JEFFERSON UNION HIGH,JEFFERSON HIGH,360,8,2.2,NA,NA,NA
41,68924,4135075,SAN MATEO,JEFFERSON UNION HIGH,OCEANA HIGH,148,18,12.2,20.0,6,4.1
41,68924,4137535,SAN MATEO,JEFFERSON UNION HIGH,TERRA NOVA HIGH,308,23,7.5,22.3,17,5.5
41,68924,4137790,SAN MATEO,JEFFERSON UNION HIGH,WESTMOOR HIGH,406,1,0.2,NA,NA,NA
41,68940,4135331,SAN MATEO,LA HONDA-PESCADERO UNIFIED,PESCADERO HIGH,18,0,0,0.0,0,0
41,69047,4130217,SAN MATEO,SAN MATEO UNION HIGH,ARAGON HIGH,352,15,4.3,24.1,14,4
41,69047,4130472,SAN MATEO,SAN MATEO UNION HIGH,BURLINGAME HIGH,318,39,12.3,22.7,29,9.1
41,69047,4130738,SAN MATEO,SAN MATEO UNION HIGH,CAPUCHINO HIGH,261,9,3.4,NA,NA,NA
41,69047,4133070,SAN MATEO,SAN MATEO UNION HIGH,HILLSDALE HIGH,299,20,6.7,24.0,17,5.7
41,69047,4134557,SAN MATEO,SAN MATEO UNION HIGH,MILLS HIGH,362,29,8,23.4,23,6.4
41,69047,4135265,SAN MATEO,SAN MATEO UNION HIGH,PENINSULA HIGH (CONT.),99,0,0,0.0,0,0
41,69047,4136370,SAN MATEO,SAN MATEO UNION HIGH,SAN MATEO HIGH,335,16,4.8,24.8,15,4.5
41,69062,4130993,SAN MATEO,SEQUOIA UNION HIGH,CARLMONT HIGH,287,47,16.4,23.1,33,11.5
41,69062,4133716,SAN MATEO,SEQUOIA UNION HIGH,MENLO-ATHERTON HIGH,400,12,3,20.8,6,1.5
41,69062,4136693,SAN MATEO,SEQUOIA UNION HIGH,SEQUOIA HIGH,406,48,11.8,20.7,27,6.7
41,69062,4138053,SAN MATEO,SEQUOIA UNION HIGH,WOODSIDE HIGH,350,34,9.7,19.3,13,3.7
41,69070,4132551,SAN MATEO,SOUTH SAN FRANCISCO UNIFIED,EL CAMINO HIGH,334,11,3.3,22.0,6,1.8
41,69070,4137279,SAN MATEO,SOUTH SAN FRANCISCO UNIFIED,SOUTH SAN FRANCISCO HIGH,323,7,2.2,NA,NA,NA
42,69146,4230587,SANTA BARBARA,CARPINTERIA UNIFIED,CARPINTERIA SENIOR HIGH,144,7,4.9,NA,NA,NA
42,69229,4230454,SANTA BARBARA,LOMPOC UNIFIED,CABRILLO SENIOR HIGH,267,31,11.6,20.5,17,6.4
42,69229,4233060,SANTA BARBARA,LOMPOC UNIFIED,LOMPOC SENIOR HIGH,297,12,4,21.8,9,3
42,69286,4231726,SANTA BARBARA,SANTA BARBARA HIGH,DOS PUEBLOS SENIOR HIGH,422,16,3.8,21.1,9,2.1
42,69286,4235230,SANTA BARBARA,SANTA BARBARA HIGH,SAN MARCOS SENIOR HIGH,492,29,5.9,22.4,18,3.7
42,69286,4235727,SANTA BARBARA,SANTA BARBARA HIGH,SANTA BARBARA SENIOR HIGH,454,7,1.5,NA,NA,NA
42,69310,4231452,SANTA BARBARA,SANTA MARIA JOINT UNION HIGH,DELTA HIGH (CONT.),177,0,0,0.0,0,0
42,69310,4234613,SANTA BARBARA,SANTA MARIA JOINT UNION HIGH,RIGHETTI (ERNEST) HIGH,546,32,5.9,21.0,17,3.1
42,69310,4236030,SANTA BARBARA,SANTA MARIA JOINT UNION HIGH,SANTA MARIA HIGH,639,27,4.2,17.9,8,1.3
42,69328,4236345,SANTA BARBARA,SANTA YNEZ VALLEY UNION HIGH,SANTA YNEZ VALLEY UNION HIGH,251,11,4.4,23.2,8,3.2
42,75010,4231205,SANTA BARBARA,CUYAMA JOINT UNIFIED,CUYAMA VALLEY HIGH,18,0,0,0.0,0,0
43,69401,4330239,SANTA CLARA,CAMPBELL UNION HIGH,LEIGH HIGH,407,19,4.7,25.9,16,3.9
43,69401,4331955,SANTA CLARA,CAMPBELL UNION HIGH,DEL MAR HIGH,298,14,4.7,22.4,8,2.7
43,69401,4336137,SANTA CLARA,CAMPBELL UNION HIGH,PROSPECT HIGH,310,25,8.1,22.0,16,5.2
43,69401,4338505,SANTA CLARA,CAMPBELL UNION HIGH,WESTMONT HIGH,349,17,4.9,23.2,13,3.7
43,69427,4330015,SANTA CLARA,EAST SIDE UNION HIGH,YERBA BUENA HIGH,430,8,1.9,NA,NA,NA
43,69427,4330023,SANTA CLARA,EAST SIDE UNION HIGH,SANTA TERESA HIGH,538,34,6.3,21.2,17,3.2
43,69427,4330031,SANTA CLARA,EAST SIDE UNION HIGH,INDEPENDENCE HIGH,937,94,10,21.8,55,5.9
43,69427,4332318,SANTA CLARA,EAST SIDE UNION HIGH,FOOTHILL HIGH (CONT.),196,7,3.6,NA,NA,NA
43,69427,4332995,SANTA CLARA,EAST SIDE UNION HIGH,HILL (ANDREW P.) HIGH,463,9,1.9,NA,NA,NA
43,69427,4333639,SANTA CLARA,EAST SIDE UNION HIGH,LICK (JAMES) HIGH,251,7,2.8,NA,NA,NA
43,69427,4334900,SANTA CLARA,EAST SIDE UNION HIGH,MT. PLEASANT HIGH,506,34,6.7,21.7,20,4
43,69427,4335204,SANTA CLARA,EAST SIDE UNION HIGH,OAK GROVE HIGH,604,41,6.8,21.6,24,4
43,69427,4335428,SANTA CLARA,EAST SIDE UNION HIGH,OVERFELT (WILLIAM C.) HIGH,439,28,6.4,19.3,12,2.7
43,69427,4335907,SANTA CLARA,EAST SIDE UNION HIGH,PIEDMONT HILLS HIGH,473,30,6.3,21.5,15,3.2
43,69427,4337903,SANTA CLARA,EAST SIDE UNION HIGH,SILVER CREEK HIGH,539,22,4.1,21.5,14,2.6
43,69468,4331799,SANTA CLARA,FREMONT UNION HIGH,CUPERTINO HIGH,333,34,10.2,24.1,25,7.5
43,69468,4332474,SANTA CLARA,FREMONT UNION HIGH,FREMONT HIGH,378,20,5.3,21.8,14,3.7
43,69468,4333316,SANTA CLARA,FREMONT UNION HIGH,HOMESTEAD HIGH,412,47,11.4,23.6,35,8.5
43,69468,4334421,SANTA CLARA,FREMONT UNION HIGH,LYNBROOK HIGH,364,33,9.1,25.2,28,7.7
43,69468,4334462,SANTA CLARA,FREMONT UNION HIGH,MONTA VISTA HIGH,478,90,18.8,26.1,77,16.1
43,69484,4332839,SANTA CLARA,GILROY UNIFIED,GILROY HIGH,418,29,6.9,19.6,12,2.9
43,69534,4334371,SANTA CLARA,LOS GATOS-SARATOGA JOINT UNION,LOS GATOS HIGH,345,38,11,23.6,28,8.1
43,69534,4337762,SANTA CLARA,LOS GATOS-SARATOGA JOINT UNION,SARATOGA HIGH,292,51,17.5,25.1,47,16.1
43,69583,4333951,SANTA CLARA,MORGAN HILL UNIFIED,LIVE OAK HIGH,601,28,4.7,22.9,21,3.5
43,69609,4334116,SANTA CLARA,MOUNTAIN VIEW-LOS ALTOS UNION,LOS ALTOS HIGH,351,8,2.3,NA,NA,NA
43,69609,4334728,SANTA CLARA,MOUNTAIN VIEW-LOS ALTOS UNION,MOUNTAIN VIEW HIGH,297,27,9.1,22.6,19,6.4
43,69641,4332904,SANTA CLARA,PALO ALTO UNIFIED,GUNN (HENRY M.) HIGH,368,57,15.5,24.9,44,12
43,69641,4335782,SANTA CLARA,PALO ALTO UNIFIED,PALO ALTO HIGH,357,21,5.9,25.3,18,5
43,69666,4330080,SANTA CLARA,SAN JOSE UNIFIED,GUNDERSON HIGH,256,5,2,NA,NA,NA
43,69666,4333522,SANTA CLARA,SAN JOSE UNIFIED,LELAND HIGH,424,75,17.7,25.3,69,16.3
43,69666,4333795,SANTA CLARA,SAN JOSE UNIFIED,LINCOLN (ABRAHAM) HIGH,335,26,7.8,23.0,19,5.7
43,69666,4335949,SANTA CLARA,SAN JOSE UNIFIED,PIONEER HIGH,192,8,4.2,NA,NA,NA
43,69666,4337200,SANTA CLARA,SAN JOSE UNIFIED,SAN JOSE HIGH ACADEMY,178,3,1.7,NA,NA,NA
43,69666,4338950,SANTA CLARA,SAN JOSE UNIFIED,WILLOW GLEN HIGH,300,21,7,22.4,15,5
43,69674,4330122,SANTA CLARA,SANTA CLARA UNIFIED,SANTA CLARA HIGH,361,15,4.2,22.6,10,2.8
43,69674,4338802,SANTA CLARA,SANTA CLARA UNIFIED,WILCOX (ADRIAN) HIGH,382,21,5.5,21.5,12,3.1
43,73387,4331039,SANTA CLARA,MILPITAS UNIFIED,CALAVERAS HILLS CONTINUATION H,89,0,0,0.0,0,0
43,73387,4334470,SANTA CLARA,MILPITAS UNIFIED,MILPITAS HIGH,652,36,5.5,22.0,22,3.4
44,69799,4430518,SANTA CRUZ,PAJARO VALLEY JOINT UNIFIED,APTOS HIGH,470,11,2.3,21.7,5,1.1
44,69799,4437901,SANTA CRUZ,PAJARO VALLEY JOINT UNIFIED,WATSONVILLE HIGH,562,2,0.4,NA,NA,NA
44,69807,4436754,SANTA CRUZ,SAN LORENZO VALLEY UNIFIED,SAN LORENZO VALLEY HIGH,302,8,2.6,NA,NA,NA
44,69823,4430096,SANTA CRUZ,SANTA CRUZ CITY HIGH,ARK ALTERNATIVE,72,0,0,0.0,0,0
44,69823,4432340,SANTA CRUZ,SANTA CRUZ CITY HIGH,HARBOR HIGH,290,11,3.8,22.5,8,2.8
44,69823,4437109,SANTA CRUZ,SANTA CRUZ CITY HIGH,SANTA CRUZ HIGH,281,5,1.8,NA,NA,NA
44,69823,4437406,SANTA CRUZ,SANTA CRUZ CITY HIGH,SOQUEL HIGH,379,17,4.5,23.8,14,3.7
45,69856,4530028,SHASTA,ANDERSON UNION HIGH,WEST VALLEY HIGH,217,8,3.7,NA,NA,NA
