"County
Number","District
Number","School
Number",County Name,District Name,School Name,"Grade
12","Number
Tested","Percent
Tested",Verbal,Critical reading,Math,Writing,Total,Total scores above 1500,Percent scores above 1500,Total scores above 1000,Percent scores above 1000
31,66894,3131687,Placer,Placer Union High,Chana High (Continuation),91,,.,NA,,,,,,,NA,NA
31,66894,3131851,Placer,Placer Union High,Colfax High,225,102,45.33,NA,549,550,546,1644,78,76.47,NA,NA
31,66894,3132453,Placer,Placer Union High,Del Oro High,395,208,52.66,NA,535,556,529,1619,150,72.12,NA,NA
31,66894,3135704,Placer,Placer Union High,Placer High,325,126,38.77,NA,527,541,516,1583,86,68.25,NA,NA
31,66928,0116459,Placer,Roseville Joint Union High,Antelope High,337,160,47.48,NA,481,488,481,1449,64,40.00,NA,NA
31,66928,3130119,Placer,Roseville Joint Union High,Independence High (Alternative),126,5,3.97,NA,,,,,,,NA,NA
31,66928,3130176,Placer,Roseville Joint Union High,Woodcreek High,521,256,49.14,NA,512,530,504,1545,138,53.91,NA,NA
31,66928,3130184,Placer,Roseville Joint Union High,Granite Bay High,554,433,78.16,NA,556,568,558,1682,320,73.90,NA,NA
31,66928,3130309,Placer,Roseville Joint Union High,Adelante High (Continuation),100,,.,NA,,,,,,,NA,NA
31,66928,3135308,Placer,Roseville Joint Union High,Oakmont High,325,167,51.38,NA,543,545,532,1619,113,67.66,NA,NA
31,66928,3136504,Placer,Roseville Joint Union High,Roseville High,482,229,47.51,NA,522,531,500,1553,133,58.08,NA,NA
31,66944,3130010,Placer,Tahoe-Truckee Joint Unified,North Tahoe High,85,46,54.12,NA,488,497,479,1464,18,39.13,NA,NA
31,66944,3130077,Placer,Tahoe-Truckee Joint Unified,Sierra High (Continuation),19,,.,NA,,,,,,,NA,NA
31,66944,3130192,Placer,Tahoe-Truckee Joint Unified,Cold Stream Alternative,9,2,22.22,NA,,,,,,,NA,NA
31,66944,3138500,Placer,Tahoe-Truckee Joint Unified,Tahoe Truckee High,174,112,64.37,NA,498,526,499,1523,58,51.79,NA,NA
31,66951,0122507,Placer,Western Placer Unified,Partnerships for Student-Centered Learni,99,,.,NA,,,,,,,NA,NA
31,66951,3130036,Placer,Western Placer Unified,Phoenix High (Continuation),41,,.,NA,,,,,,,NA,NA
31,66951,3130168,Placer,Western Placer Unified,Horizon Charter,262,31,11.83,NA,546,513,518,1576,21,67.74,NA,NA
31,66951,3134657,Placer,Western Placer Unified,Lincoln High,348,98,28.16,NA,512,509,507,1529,53,54.08,NA,NA
31,75085,0108084,Placer,Rocklin Unified,Whitney High,321,188,58.57,NA,513,533,513,1559,112,59.57,NA,NA
31,75085,3130150,Placer,Rocklin Unified,Rocklin High,418,256,61.24,NA,528,561,531,1620,177,69.14,NA,NA
31,75085,3130200,Placer,Rocklin Unified,Victory High,81,,.,NA,,,,,,,NA,NA
31,75085,3130218,Placer,Rocklin Unified,Rocklin Alternative Education Center,24,,.,NA,,,,,,,NA,NA
32,66969,3230034,Plumas,Plumas Unified,Almanor High (Continuation),5,,.,NA,,,,,,,NA,NA
32,66969,3230083,Plumas,Plumas Unified,Plumas Charter 146,34,2,5.88,NA,,,,,,,NA,NA
32,66969,3232006,Plumas,Plumas Unified,Chester Junior/Senior High,52,30,57.69,NA,495,508,492,1495,13,43.33,NA,NA
32,66969,3233509,Plumas,Plumas Unified,Greenville Junior/Senior High,18,5,27.78,NA,,,,,,,NA,NA
32,66969,3235603,Plumas,Plumas Unified,Portola Junior/Senior High,46,20,43.48,NA,487,485,469,1441,8,40.00,NA,NA
32,66969,3236007,Plumas,Plumas Unified,Quincy Junior/Senior High,59,20,33.90,NA,539,517,539,1594,13,65.00,NA,NA
33,10330,0110833,Riverside,Riverside County Office of Edu,River Springs Charter,228,41,17.98,NA,524,507,516,1546,25,60.98,NA,NA
33,10330,3330123,Riverside,Riverside County Office of Edu,Riverside County Juvenile Court,98,,.,NA,,,,,,,NA,NA
33,10330,3330404,Riverside,Riverside County Office of Edu,Riverside County Opportunity,125,,.,NA,,,,,,,NA,NA
33,10330,3331055,Riverside,Riverside County Office of Edu,Riverside County Community,405,,.,NA,,,,,,,NA,NA
33,10330,6069207,Riverside,Riverside County Office of Edu,Riverside County Special Education,69,,.,NA,,,,,,,NA,NA
33,31625,3330834,Riverside,California School for the Deaf,California School for the Deaf-Riverside,69,,.,NA,,,,,,,NA,NA
33,66977,3330008,Riverside,Alvord Unified,La Sierra High,805,274,34.04,NA,468,482,462,1413,95,34.67,NA,NA
33,66977,3334299,Riverside,Alvord Unified,Norte Vista High,524,154,29.39,NA,458,462,452,1371,49,31.82,NA,NA
33,66977,3337128,Riverside,Alvord Unified,Alvord Continuation High,163,,.,NA,,,,,,,NA,NA
33,66985,3330214,Riverside,Banning Unified,Banning High,225,94,41.78,NA,421,438,439,1297,17,18.09,NA,NA
33,66985,3330222,Riverside,Banning Unified,New Horizon High,62,,.,NA,,,,,,,NA,NA
33,66985,3330974,Riverside,Banning Unified,Banning Independent Study,18,,.,NA,,,,,,,NA,NA
33,66993,3330479,Riverside,Beaumont Unified,Beaumont Senior High,524,160,30.53,NA,478,471,476,1425,61,38.13,NA,NA
33,66993,3330842,Riverside,Beaumont Unified,Glen View High,88,,.,NA,,,,,,,NA,NA
33,67033,0110106,Riverside,Corona-Norco Unified,Orange Grove High,85,,.,NA,,,,,,,NA,NA
33,67033,0110627,Riverside,Corona-Norco Unified,Eleanor Roosevelt High,692,338,48.84,NA,465,481,462,1408,111,32.84,NA,NA
33,67033,0110759,Riverside,Corona-Norco Unified,John F. Kennedy High,301,150,49.83,NA,492,476,479,1448,58,38.67,NA,NA
33,67033,3330131,Riverside,Corona-Norco Unified,Corona-Norco Alternative,115,,.,NA,,,,,,,NA,NA
33,67033,3330446,Riverside,Corona-Norco Unified,Centennial High,570,331,58.07,NA,489,515,477,1481,150,45.32,NA,NA
33,67033,3330586,Riverside,Corona-Norco Unified,Lee V. Pollard High,588,6,1.02,NA,,,,,,,NA,NA
33,67033,3330602,Riverside,Corona-Norco Unified,Corona Vista High,7,,.,NA,,,,,,,NA,NA
33,67033,3330701,Riverside,Corona-Norco Unified,Santiago High,838,488,58.23,NA,496,506,496,1498,243,49.80,NA,NA
33,67033,3331600,Riverside,Corona-Norco Unified,Corona High,633,225,35.55,NA,484,502,471,1456,91,40.44,NA,NA
33,67033,3334232,Riverside,Corona-Norco Unified,Norco High,455,180,39.56,NA,498,509,482,1489,83,46.11,NA,NA
33,67033,6068753,Riverside,Corona-Norco Unified,Victress Bower School for Exceptional St,22,,.,NA,,,,,,,NA,NA
33,67058,0114504,Riverside,Desert Sands Unified,Summit High (Continuation),143,,.,NA,,,,,,,NA,NA
33,67058,3330388,Riverside,Desert Sands Unified,Palm Desert High,494,247,50.00,NA,526,538,517,1581,162,65.59,NA,NA
33,67058,3330669,Riverside,Desert Sands Unified,La Quinta High,657,319,48.55,NA,486,488,482,1457,131,41.07,NA,NA
33,67058,3330909,Riverside,Desert Sands Unified,Horizon,107,4,3.74,NA,,,,,,,NA,NA
33,67058,3331113,Riverside,Desert Sands Unified,Amistad High (Continuation),307,,.,NA,,,,,,,NA,NA
33,67058,3333192,Riverside,Desert Sands Unified,Indio High,538,216,40.15,NA,441,436,439,1317,47,21.76,NA,NA
33,67082,0106716,Riverside,Hemet Unified,Hamilton High,100,13,13.00,NA,512,495,518,1525,7,53.85,NA,NA
33,67082,0113159,Riverside,Hemet Unified,Tahquitz High,345,89,25.80,NA,466,481,458,1406,33,37.08,NA,NA
33,67082,0115162,Riverside,Hemet Unified,Hemet Academy for Applied Academics and,8,6,75.00,NA,,,,,,,NA,NA
33,67082,3330065,Riverside,Hemet Unified,Alessandro High,310,2,0.65,NA,,,,,,,NA,NA
33,67082,3330503,Riverside,Hemet Unified,Helen Hunt Jackson Alternative High,136,3,2.21,NA,,,,,,,NA,NA
33,67082,3330537,Riverside,Hemet Unified,West Valley High,397,124,31.23,NA,470,471,463,1405,45,36.29,NA,NA
33,67082,3332673,Riverside,Hemet Unified,Hemet High,574,159,27.70,NA,501,520,496,1517,81,50.94,NA,NA
33,67090,0114157,Riverside,Jurupa Unified,Patriot High,532,201,37.78,NA,450,447,436,1334,46,22.89,NA,NA
33,67090,3330412,Riverside,Jurupa Unified,Jurupa Valley High,428,147,34.35,NA,426,453,426,1305,28,19.05,NA,NA
33,67090,3330545,Riverside,Jurupa Unified,Rio Vista High,1,,.,NA,,,,,,,NA,NA
33,67090,3330784,Riverside,Jurupa Unified,Steps Community Day,18,,.,NA,,,,,,,NA,NA
33,67090,3334687,Riverside,Jurupa Unified,Nueva Vista Continuation High,233,,.,NA,,,,,,,NA,NA
33,67090,3337136,Riverside,Jurupa Unified,Rubidoux High,385,113,29.35,NA,433,441,430,1304,21,18.58,NA,NA
33,67116,0109843,Riverside,Menifee Union Elementary,Santa Rosa Academy,43,8,18.60,NA,,,,,,,NA,NA
33,67124,0105940,Riverside,Moreno Valley Unified,Alessandro,14,,.,NA,,,,,,,NA,NA
33,67124,3330396,Riverside,Moreno Valley Unified,Canyon Springs High,646,215,33.28,NA,463,469,455,1387,66,30.70,NA,NA
33,67124,3330438,Riverside,Moreno Valley Unified,Valley View High,692,222,32.08,NA,461,469,458,1388,76,34.23,NA,NA
33,67124,3330685,Riverside,Moreno Valley Unified,Moreno Valley Community Learning Center,25,,.,NA,,,,,,,NA,NA
33,67124,3330800,Riverside,Moreno Valley Unified,Bayside Community Day,151,,.,NA,,,,,,,NA,NA
33,67124,3330958,Riverside,Moreno Valley Unified,March Valley,1,,.,NA,,,,,,,NA,NA
33,67124,3331071,Riverside,Moreno Valley Unified,Vista del Lago High,638,159,24.92,NA,441,446,439,1326,40,25.16,NA,NA
33,67124,3333762,Riverside,Moreno Valley Unified,March Mountain High,331,,.,NA,,,,,,,NA,NA
33,67124,3333770,Riverside,Moreno Valley Unified,Moreno Valley High,511,136,26.61,NA,421,433,424,1277,18,13.24,NA,NA
33,67157,3331014,Riverside,Nuview Union,Nuview Bridge Early College High,84,56,66.67,NA,476,470,480,1426,23,41.07,NA,NA
33,67173,3330578,Riverside,Palm Springs Unified,Cathedral City High,679,243,35.79,NA,446,436,438,1320,51,20.99,NA,NA
33,67173,3330818,Riverside,Palm Springs Unified,Desert Hot Springs High,448,102,22.77,NA,427,416,426,1270,17,16.67,NA,NA
33,67173,3331121,Riverside,Palm Springs Unified,Mt. San Jacinto High,306,1,0.33,NA,,,,,,,NA,NA
33,67173,3335130,Riverside,Palm Springs Unified,Palm Springs High,498,203,40.76,NA,481,480,480,1441,82,40.39,NA,NA
33,67181,3331139,Riverside,Palo Verde Unified,Twin Palms Continuation,47,1,2.13,NA,,,,,,,NA,NA
33,67181,3335759,Riverside,Palo Verde Unified,Palo Verde High,178,50,28.09,NA,455,482,449,1386,14,28.00,NA,NA
33,67207,0101170,Riverside,Perris Union High,California Military Institute,47,25,53.19,NA,431,441,421,1294,5,20.00,NA,NA
33,67207,0113191,Riverside,Perris Union High,Heritage High,586,195,33.28,NA,455,459,444,1359,45,23.08,NA,NA
33,67207,3330172,Riverside,Perris Union High,Perris Lake High (Continuation),236,,.,NA,,,,,,,NA,NA
33,67207,3330693,Riverside,Perris Union High,Choice 2000 On-Line,82,6,7.32,NA,,,,,,,NA,NA
33,67207,3330727,Riverside,Perris Union High,Paloma Valley High,571,186,32.57,NA,489,505,473,1467,83,44.62,NA,NA
33,67207,3330776,Riverside,Perris Union High,The Academy Community Day,35,,.,NA,,,,,,,NA,NA
33,67207,3335973,Riverside,Perris Union High,Perris High,524,176,33.59,NA,422,434,416,1273,26,14.77,NA,NA
33,67215,0106526,Riverside,Riverside Unified,Gateway to College Early College High,158,1,0.63,NA,,,,,,,NA,NA
33,67215,0115709,Riverside,Riverside Unified,Riverside Virtual,25,5,20.00,NA,,,,,,,NA,NA
33,67215,3330024,Riverside,Riverside Unified,Arlington High,489,189,38.65,NA,453,467,454,1375,64,33.86,NA,NA
33,67215,3330362,Riverside,Riverside Unified,Summit View Independent Study,364,,.,NA,,,,,,,NA,NA
33,67215,3330511,Riverside,Riverside Unified,Opportunity Program,133,,.,NA,,,,,,,NA,NA
33,67215,3330677,Riverside,Riverside Unified,Raincross High (Continuation),100,,.,NA,,,,,,,NA,NA
33,67215,3330859,Riverside,Riverside Unified,Martin Luther King Jr. High,688,332,48.26,NA,498,518,494,1509,169,50.90,NA,NA
33,67215,3334406,Riverside,Riverside Unified,John W. North High,568,252,44.37,NA,461,494,469,1425,94,37.30,NA,NA
33,67215,3336237,Riverside,Riverside Unified,Polytechnic High,613,261,42.58,NA,503,526,512,1541,143,54.79,NA,NA
33,67215,3336492,Riverside,Riverside Unified,Ramona High,456,191,41.89,NA,447,474,455,1376,55,28.80,NA,NA
33,67215,3336955,Riverside,Riverside Unified,Abraham Lincoln Continuation,184,,.,NA,,,,,,,NA,NA
33,67249,3331006,Riverside,San Jacinto Unified,San Jacinto Home Education,173,,.,NA,,,,,,,NA,NA
33,67249,3337649,Riverside,San Jacinto Unified,Mountain View High,156,1,0.64,NA,,,,,,,NA,NA
33,67249,3337656,Riverside,San Jacinto Unified,San Jacinto High,389,152,39.07,NA,444,439,447,1329,36,23.68,NA,NA
33,67249,6114748,Riverside,San Jacinto Unified,San Jacinto Valley Academy,20,6,30.00,NA,,,,,,,NA,NA
33,73676,0100255,Riverside,Coachella Valley Unified,Desert Mirage High,436,88,20.18,NA,418,420,429,1266,12,13.64,NA,NA
33,73676,3330032,Riverside,Coachella Valley Unified,La Familia Continuation High,66,,.,NA,,,,,,,NA,NA
33,73676,3330354,Riverside,Coachella Valley Unified,West Shores High,61,18,29.51,NA,411,420,429,1261,2,11.11,NA,NA
33,73676,3330990,Riverside,Coachella Valley Unified,Coachella Valley High,620,117,18.87,NA,416,449,429,1294,17,14.53,NA,NA
33,75176,0107920,Riverside,Lake Elsinore Unified,Lakeside High,418,164,39.23,NA,455,468,459,1382,46,28.05,NA,NA
33,75176,0116343,Riverside,Lake Elsinore Unified,Keith McCarthy Academy,29,,.,NA,,,,,,,NA,NA
33,75176,3330115,Riverside,Lake Elsinore Unified,Ortega High,86,,.,NA,,,,,,,NA,NA
33,75176,3330487,Riverside,Lake Elsinore Unified,Temescal Canyon High,413,166,40.19,NA,473,493,465,1431,63,37.95,NA,NA
33,75176,3330750,Riverside,Lake Elsinore Unified,Tri-Valley Community Day,7,,.,NA,,,,,,,NA,NA
33,75176,3330792,Riverside,Lake Elsinore Unified,Gordon Kiefer Independent Study,33,6,18.18,NA,,,,,,,NA,NA
33,75176,3332350,Riverside,Lake Elsinore Unified,Elsinore High,492,184,37.40,NA,474,474,460,1409,71,38.59,NA,NA
33,75192,0105734,Riverside,Temecula Valley Unified,Great Oak High,736,444,60.33,NA,516,524,513,1552,258,58.11,NA,NA
33,75192,3330370,Riverside,Temecula Valley Unified,Temecula Valley High,693,350,50.51,NA,506,510,497,1513,186,53.14,NA,NA
33,75192,3330495,Riverside,Temecula Valley Unified,Rancho Vista High,231,2,0.87,NA,,,,,,,NA,NA
33,75192,3330636,Riverside,Temecula Valley Unified,Susan H. Nelson High,51,3,5.88,NA,,,,,,,NA,NA
33,75192,3330743,Riverside,Temecula Valley Unified,Chaparral High,719,387,53.82,NA,508,515,503,1527,201,51.94,NA,NA
33,75192,3330917,Riverside,Temecula Valley Unified,Temecula Preparatory,40,34,85.00,NA,544,526,524,1594,21,61.76,NA,NA
33,75200,0100420,Riverside,Murrieta Valley Unified,Vista Murrieta High,875,471,53.83,NA,496,502,486,1484,221,46.92,NA,NA
33,75200,0102079,Riverside,Murrieta Valley Unified,Tenaja Canyon Academy,16,3,18.75,NA,,,,,,,NA,NA
33,75200,3330529,Riverside,Murrieta Valley Unified,Murrieta Valley High,717,403,56.21,NA,495,508,488,1492,186,46.15,NA,NA
33,75200,3330644,Riverside,Murrieta Valley Unified,Creekside High,143,,.,NA,,,,,,,NA,NA
33,75242,0109108,Riverside,Val Verde Unified,Citrus Hill High,453,209,46.14,NA,431,451,433,1315,39,18.66,NA,NA
33,75242,0123190,Riverside,Val Verde Unified,Val Verde Academy,28,,.,NA,,,,,,,NA,NA
33,75242,3330552,Riverside,Val Verde Unified,Rancho Verde High,700,316,45.14,NA,440,455,448,1344,78,24.68,NA,NA
33,75242,3330560,Riverside,Val Verde Unified,Val Verde High,307,2,0.65,NA,,,,,,,NA,NA
34,10348,0106229,Sacramento,Sacramento County Office of Ed,Palmiter Special Education,21,,.,NA,,,,,,,NA,NA
34,10348,0106237,Sacramento,Sacramento County Office of Ed,Elinor Lincoln Hickey Jr./Sr. High,32,,.,NA,,,,,,,NA,NA
34,10348,0106245,Sacramento,Sacramento County Office of Ed,North Area Community,24,,.,NA,,,,,,,NA,NA
34,10348,0106278,Sacramento,Sacramento County Office of Ed,El Centro Jr./Sr. High,65,,.,NA,,,,,,,NA,NA
34,10348,0106286,Sacramento,Sacramento County Office of Ed,Morgan Jr./Sr. High,4,,.,NA,,,,,,,NA,NA
34,10348,0106294,Sacramento,Sacramento County Office of Ed,Sacramento County SH Special Education,67,,.,NA,,,,,,,NA,NA
34,10348,0106302,Sacramento,Sacramento County Office of Ed,Sacramento County ED Special Education,1,,.,NA,,,,,,,NA,NA
34,10348,0118745,Sacramento,Sacramento County Office of Ed,Gerber Jr./Sr. High,49,,.,NA,,,,,,,NA,NA
34,67314,0105916,Sacramento,Elk Grove Unified,Monterey Trail High,496,255,51.41,NA,450,459,441,1350,63,24.71,NA,NA
34,67314,0108753,Sacramento,Elk Grove Unified,Pleasant Grove High,516,285,55.23,NA,522,549,517,1588,182,63.86,NA,NA
34,67314,0116897,Sacramento,Elk Grove Unified,Cosumnes Oaks High,224,122,54.46,NA,488,511,481,1480,62,50.82,NA,NA
34,67314,3430170,Sacramento,Elk Grove Unified,Valley High,365,209,57.26,NA,407,424,410,1241,34,16.27,NA,NA
34,67314,3430311,Sacramento,Elk Grove Unified,Calvine High,206,2,0.97,NA,,,,,,,NA,NA
34,67314,3430329,Sacramento,Elk Grove Unified,Rio Cazadero High (Continuation),263,,.,NA,,,,,,,NA,NA
34,67314,3430352,Sacramento,Elk Grove Unified,Las Flores High (Alternative),105,6,5.71,NA,,,,,,,NA,NA
34,67314,3430477,Sacramento,Elk Grove Unified,Florin High,373,172,46.11,NA,431,467,424,1321,39,22.67,NA,NA
34,67314,3430592,Sacramento,Elk Grove Unified,Laguna Creek High,444,215,48.42,NA,484,511,480,1475,99,46.05,NA,NA
34,67314,3430618,Sacramento,Elk Grove Unified,Sheldon High,580,289,49.83,NA,477,492,469,1438,101,34.95,NA,NA
34,67314,3430873,Sacramento,Elk Grove Unified,Franklin High,617,419,67.91,NA,511,536,511,1559,236,56.32,NA,NA
34,67314,3432002,Sacramento,Elk Grove Unified,Daylor (William) High (Continuation),184,,.,NA,,,,,,,NA,NA
34,67314,3432572,Sacramento,Elk Grove Unified,Elk Grove High,446,224,50.22,NA,507,538,500,1545,119,53.13,NA,NA
34,67314,6112254,Sacramento,Elk Grove Unified,Elk Grove Charter,129,3,2.33,NA,,,,,,,NA,NA
34,67330,0113571,Sacramento,Folsom-Cordova Unified,Vista del Lago High,322,187,58.07,NA,561,586,559,1706,148,79.14,NA,NA
34,67330,3430501,Sacramento,Folsom-Cordova Unified,Walnutwood High (Independent Study),67,,.,NA,,,,,,,NA,NA
34,67330,3430667,Sacramento,Folsom-Cordova Unified,Mather Youth Academy,4,,.,NA,,,,,,,NA,NA
34,67330,3430709,Sacramento,Folsom-Cordova Unified,Folsom Lake High,60,,.,NA,,,,,,,NA,NA
34,67330,3431533,Sacramento,Folsom-Cordova Unified,Cordova High,389,85,21.85,NA,482,501,461,1444,36,42.35,NA,NA
34,67330,3433216,Sacramento,Folsom-Cordova Unified,Folsom High,444,244,54.95,NA,544,577,545,1665,179,73.36,NA,NA
34,67330,3434792,Sacramento,Folsom-Cordova Unified,Kinney High (Continuation),91,,.,NA,,,,,,,NA,NA
34,67330,6033195,Sacramento,Folsom-Cordova Unified,Kitty Hawk,4,,.,NA,,,,,,,NA,NA
34,67355,3432903,Sacramento,Galt Joint Union High,Estrellita Continuation High,128,,.,NA,,,,,,,NA,NA
34,67355,3433471,Sacramento,Galt Joint Union High,Galt High,425,169,39.76,NA,483,496,482,1461,78,46.15,NA,NA
34,67413,3430469,Sacramento,River Delta Joint Unified,River Delta High/Elementary (Alternative,6,,.,NA,,,,,,,NA,NA
34,67413,3430550,Sacramento,River Delta Joint Unified,Mokelumne High (Continuation),16,,.,NA,,,,,,,NA,NA
34,67413,4835302,Sacramento,River Delta Joint Unified,Rio Vista High,74,40,54.05,NA,458,460,466,1384,15,37.50,NA,NA
34,67413,5731708,Sacramento,River Delta Joint Unified,Delta High,56,26,46.43,NA,452,440,461,1353,7,26.92,NA,NA
34,67439,0101881,Sacramento,Sacramento City Unified,New Technology High,62,32,51.61,NA,447,436,423,1305,8,25.00,NA,NA
34,67439,0101899,Sacramento,Sacramento City Unified,George Washington Carver School of Arts,16,3,18.75,NA,,,,,,,NA,NA
34,67439,0101907,Sacramento,Sacramento City Unified,The MET,46,31,67.39,NA,463,413,430,1305,7,22.58,NA,NA
34,67439,0101972,Sacramento,Sacramento City Unified,Rosemont High,360,135,37.50,NA,452,474,450,1376,37,27.41,NA,NA
34,67439,0102038,Sacramento,Sacramento City Unified,Sacramento Charter High,194,161,82.99,NA,409,404,408,1221,19,11.80,NA,NA
34,67439,0108951,Sacramento,Sacramento City Unified,Arthur A. Benjamin Health Professions Hi,83,46,55.42,NA,446,418,432,1295,12,26.09,NA,NA
34,67439,0114546,Sacramento,Sacramento City Unified,School of Engineering & Sciences,28,17,60.71,NA,463,512,440,1415,5,29.41,NA,NA
34,67439,3430154,Sacramento,Sacramento City Unified,American Legion High (Continuation),199,1,0.50,NA,,,,,,,NA,NA
34,67439,3430519,Sacramento,Sacramento City Unified,Capital City Independent Study,344,2,0.58,NA,,,,,,,NA,NA
34,67439,3430865,Sacramento,Sacramento City Unified,West Campus,194,167,86.08,NA,526,547,512,1585,104,62.28,NA,NA
34,67439,3431012,Sacramento,Sacramento City Unified,Luther Burbank High,491,238,48.47,NA,375,419,380,1174,18,7.56,NA,NA
34,67439,3434636,Sacramento,Sacramento City Unified,Hiram W. Johnson High,460,113,24.57,NA,403,415,396,1214,10,8.85,NA,NA
34,67439,3434768,Sacramento,Sacramento City Unified,John F. Kennedy High,442,219,49.55,NA,499,532,496,1527,117,53.42,NA,NA
34,67439,3435419,Sacramento,Sacramento City Unified,C. K. McClatchy High,464,211,45.47,NA,520,551,521,1592,133,63.03,NA,NA
34,67447,3430048,Sacramento,San Juan Unified,Mesa Verde High,254,78,30.71,NA,464,472,461,1396,24,30.77,NA,NA
34,67447,3430097,Sacramento,San Juan Unified,La Entrada Continuation High,63,,.,NA,,,,,,,NA,NA
34,67447,3430386,Sacramento,San Juan Unified,El Sereno Alternative Education,137,3,2.19,NA,,,,,,,NA,NA
34,67447,3430394,Sacramento,San Juan Unified,La Vista Center,23,,.,NA,,,,,,,NA,NA
34,67447,3430493,Sacramento,San Juan Unified,Bella Vista High,396,213,53.79,NA,559,573,550,1682,155,72.77,NA,NA
34,67447,3430691,Sacramento,San Juan Unified,Options for Youth-San Juan,248,2,0.81,NA,,,,,,,NA,NA
34,67447,3430717,Sacramento,San Juan Unified,Visions In Education,886,29,3.27,NA,528,522,516,1566,15,51.72,NA,NA
34,67447,3430758,Sacramento,San Juan Unified,San Juan Choices Charter,98,8,8.16,NA,,,,,,,NA,NA
34,67447,3431111,Sacramento,San Juan Unified,Casa Roble Fundamental High,340,121,35.59,NA,505,508,494,1507,62,51.24,NA,NA
34,67447,3432051,Sacramento,San Juan Unified,Del Campo High,401,172,42.89,NA,514,514,502,1530,88,51.16,NA,NA
34,67447,3432317,Sacramento,San Juan Unified,El Camino Fundamental High,379,199,52.51,NA,537,540,518,1595,128,64.32,NA,NA
34,67447,3432838,Sacramento,San Juan Unified,Encina Preparatory High,241,49,20.33,NA,430,443,426,1299,12,24.49,NA,NA
34,67447,3435930,Sacramento,San Juan Unified,Mira Loma High,355,172,48.45,NA,607,631,614,1852,146,84.88,NA,NA
34,67447,3436714,Sacramento,San Juan Unified,Rio Americano High,394,270,68.53,NA,550,569,557,1676,203,75.19,NA,NA
34,67447,3438504,Sacramento,San Juan Unified,San Juan High,148,33,22.30,NA,461,461,433,1355,11,33.33,NA,NA
34,67447,6034664,Sacramento,San Juan Unified,Laurel Ruff Center,65,,.,NA,,,,,,,NA,NA
34,67447,6034938,Sacramento,San Juan Unified,Ralph Richardson Center,9,,.,NA,,,,,,,NA,NA
34,67447,6104244,Sacramento,San Juan Unified,Valley Oaks,1,,.,NA,,,,,,,NA,NA
34,73973,0106377,Sacramento,Center Joint Unified,Global Youth Charter High,14,11,78.57,NA,440,430,428,1298,3,27.27,NA,NA
34,73973,3430378,Sacramento,Center Joint Unified,Center High,312,116,37.18,NA,508,538,486,1532,66,56.90,NA,NA
34,73973,3430451,Sacramento,Center Joint Unified,McClellan High (Continuation),50,,.,NA,,,,,,,NA,NA
34,73973,3430816,Sacramento,Center Joint Unified,Antelope View Charter,29,,.,NA,,,,,,,NA,NA
34,75283,0102236,Sacramento,Natomas Unified,Inderkum High,374,148,39.57,NA,444,468,438,1350,38,25.68,NA,NA
34,75283,0112425,Sacramento,Natomas Unified,Natomas Pacific Pathways Prep,52,39,75.00,NA,501,474,479,1454,15,38.46,NA,NA
34,75283,3430584,Sacramento,Natomas Unified,Natomas High,306,108,35.29,NA,455,452,454,1360,36,33.33,NA,NA
34,75283,3430626,Sacramento,Natomas Unified,Discovery High,124,1,0.81,NA,,,,,,,NA,NA
34,75283,3430659,Sacramento,Natomas Unified,Natomas Charter,101,63,62.38,NA,527,503,520,1551,37,58.73,NA,NA
34,76505,0101832,Sacramento,Twin Rivers Unified,Futures High,62,32,51.61,NA,429,468,472,1368,10,31.25,NA,NA
34,76505,0108415,Sacramento,Twin Rivers Unified,Heritage Peak Charter,271,15,5.54,NA,505,493,511,1510,6,40.00,NA,NA
34,76505,0108837,Sacramento,Twin Rivers Unified,Community Collaborative Charter,324,2,0.62,NA,,,,,,,NA,NA
34,76505,0114272,Sacramento,Twin Rivers Unified,SAVA: Sacramento Academic and Vocational,458,2,0.44,NA,,,,,,,NA,NA
34,76505,0114280,Sacramento,Twin Rivers Unified,California Aerospace Academy,8,3,37.50,NA,,,,,,,NA,NA
34,76505,3430261,Sacramento,Twin Rivers Unified,Pacific Career and Technology High,103,1,0.97,NA,,,,,,,NA,NA
34,76505,3430634,Sacramento,Twin Rivers Unified,Elwood J. Keema High,288,,.,NA,,,,,,,NA,NA
34,76505,3430881,Sacramento,Twin Rivers Unified,Vista Nueva Career and Technology High,111,,.,NA,,,,,,,NA,NA
34,76505,3433265,Sacramento,Twin Rivers Unified,Foothill High,248,71,28.63,NA,445,462,433,1340,17,23.94,NA,NA
34,76505,3433794,Sacramento,Twin Rivers Unified,Grant Union High,422,171,40.52,NA,389,417,392,1198,11,6.43,NA,NA
34,76505,3434370,Sacramento,Twin Rivers Unified,Highlands High,204,47,23.04,NA,459,475,452,1387,14,29.79,NA,NA
34,76505,3436979,Sacramento,Twin Rivers Unified,Rio Linda High,408,121,29.66,NA,466,485,456,1408,38,31.40,NA,NA
34,76505,6069736,Sacramento,Twin Rivers Unified,Miles P. Richmond,31,,.,NA,,,,,,,NA,NA
35,10355,3530037,San Benito,San Benito County Office of Ed,San Benito County Opportunity,4,,.,NA,,,,,,,NA,NA
35,10355,3530045,San Benito,San Benito County Office of Ed,San Benito County Juvenile Hall/Communit,1,,.,NA,,,,,,,NA,NA
35,67538,3530029,San Benito,San Benito High,San Andreas Continuation High,103,,.,NA,,,,,,,NA,NA
